Begin,BillableDuration,Cluster,Description,End,Fab300_Duration,Fab300_User_id,Facility,id,IIO_Duration,IIO_User_id,Modules,Tool,TR_Cluster,WBS
2023-01-23 18:30:00,1.5,,Etch coupon,2023-01-23 20:00:00,,"",PLINE300,2017,1.5,fukui39,LP1;PM6,TEL_TACTRAS3,,98601/00962
2023-01-23 18:30:00,1.5,,Insp,2023-01-23 20:00:00,,"",PLINE300,1758,1.5,engelen,"",SEMVISION,,37004/02248
2023-01-23 18:44:33,2.75,,"",2023-01-23 21:26:40,2.7019444444444445,sainch77,PLINE300,934,,"","",HELIOS1200,,39320/36502
2023-01-23 19:00:00,0.5,,Test,2023-01-23 19:30:00,,"",PLINE300,2618,0.5,furuka28,"",LithoCluster_3400,,31199/31247
2023-01-23 20:00:00,2,,coupon test,2023-01-23 22:00:00,,"",PLINE300,1984,2,krishtab,LP3;PM1,TEL_TACTRAS,,31199/01765
2023-01-23 20:07:03,1.25,,"",2023-01-23 21:20:21,1.2216666666666667,billin72,PLINE300,1957,,"","",SU8000,,39320/36502
2023-01-23 20:30:00,0.5,,private,2023-01-23 21:00:00,,"",PLINE300,2617,0.5,fukumu91,"",LithoCluster_3400,,31199/02019
2023-01-23 20:46:12,1.25,,"",2023-01-23 21:56:23,1.1697222222222223,rutkow29,PLINE300,1027,,"","",HELIOS1200_2,,39320/36502
2023-01-23 21:00:00,12,,eP5,2023-01-24 09:00:00,,"",PLINE300,411,12,delorm67,PM,EP5,,31199/01057
2023-01-23 21:20:53,0.5,,"",2023-01-23 21:53:56,0.5508333333333333,billin72,PLINE300,2190,,"","",VERIOS,,39320/36502
2023-01-23 22:00:00,2,,Test,2023-01-24 00:00:00,,"",PLINE300,1325,2,furuka28,"",KLA2925,,31199/01514
2023-01-23 22:00:00,10.5,,h,2023-01-24 08:30:00,,"",PLINE300,556,10.5,kondo25,"",GS1000,,31199/01179
2023-01-23 22:07:36,3,,"",2023-01-24 01:13:09,3.0925,vrebos45,PLINE300,2189,,"","",VERIOS,,39320/36502
2023-01-23 22:15:36,3.75,,"",2023-01-24 01:54:17,3.644722222222222,derudd92,PLINE300,1025,,"","",HELIOS1200_2,,39320/36502
2023-01-24 00:00:00,0,,Test,2023-01-24 02:00:00,,"",PLINE300,2465,2,vleerb85,"",LithoCluster_1000,,31199/30079
2023-01-24 00:00:00,4,,Test,2023-01-24 04:00:00,,"",PLINE300,273,4,vleerb85,PM,EDR7100,,31199/30079
2023-01-24 00:00:00,7,,meas,2023-01-24 07:00:00,,"",PLINE300,624,7,kovale23,"",H6300,,31199/01873
2023-01-24 01:00:00,2,,devinp,2023-01-24 03:00:00,,"",PLINE300,1176,2,debacker,"",HITACHI5000,,31199/00653
2023-01-24 01:24:48,2,,"",2023-01-24 03:20:09,1.9225,lookma25,PLINE300,1490,,"","",METRIOS,,39320/36502
2023-01-24 02:00:00,2,,Test,2023-01-24 04:00:00,,"",PLINE300,592,2,vleerb85,"",H5000_2,,31199/30079
2023-01-24 02:05:53,3.75,,"",2023-01-24 05:55:38,3.8291666666666666,vrebos45,PLINE300,929,,"","",HELIOS1200,,39320/36502
2023-01-24 03:49:05,1.75,,"",2023-01-24 05:40:49,1.8622222222222222,derudd92,PLINE300,2188,,"","",VERIOS,,39320/36502
2023-01-24 04:00:00,1.5,,Test,2023-01-24 05:30:00,,"",PLINE300,606,1.5,furuka28,"",H5000_2,,31199/01514
2023-01-24 06:00:00,2,,Insp,2023-01-24 08:00:00,,"",PLINE300,1824,2,redants,"",SEMVISION,,31029/01811
2023-01-24 06:00:00,8,,200,2023-01-24 14:00:00,,"",PLINE300,2047,8,carola29,"",TITAN,,42199/00160
2023-01-24 06:30:00,2,,x-sem,2023-01-24 08:30:00,,"",PLINE300,1931,2,vdbroecn,"",SU8000,,31199/01655
2023-01-24 06:33:26,3.5,,"",2023-01-24 09:59:46,3.438888888888889,michal78,PLINE300,927,,"","",HELIOS1200,,39320/36502
2023-01-24 07:00:00,2,,m,2023-01-24 09:00:00,,"",PLINE300,701,2,vdries51,"",H6300,,31199/01413
2023-01-24 07:30:00,2.5,0,meting,2023-01-24 10:00:00,2.087222222222222,jacobs41,PLINE300,2462,2.5,jacobs41,"",LithoCluster_1000,,31199/01513
2023-01-24 07:58:24,2,11,SEM,2023-01-24 10:00:00,0.9475,beirnaer,PLINE300,1815,2,beirnaer,"",SEMVISION,,32299/00013
2023-01-24 08:00:00,1,,m,2023-01-24 09:00:00,,"",PLINE300,781,1,vdries51,"",H6300_2,,31199/01413
2023-01-24 08:00:00,2,4,Test,2023-01-24 10:00:00,1.3777777777777778,maessc90,PLINE300,2403,2,dilien72,"",TR3300,,31199/30079
2023-01-24 08:00:00,3.5,,P224387,2023-01-24 11:30:00,,"",PLINE200,1454,3.5,vancauw,PM3;PM4;RLL,LAM_POLY,,37299/01937
2023-01-24 08:30:00,0.5,,Test,2023-01-24 09:00:00,,"",PLINE300,1731,0.5,dilien72,"",SCD100,,31199/30079
2023-01-24 08:30:00,1,,AL232055,2023-01-24 09:30:00,,"",PLINE300,170,1,lieben52,LP1;LP2;LP3;PM2;PM3;PM1,CIRCL,,38199/02180
2023-01-24 08:30:00,1,,coupon dev,2023-01-24 09:30:00,,"",PLINE300,2003,1,bezard78,LP2;PM1,TEL_TACTRAS3,,31199/01851
2023-01-24 08:30:00,1.5,,Measurement,2023-01-24 10:00:00,,"",PLINE300,501,1.5,dekost70,"",FTIR_2,,44042/49500
2023-01-24 08:32:28,1,,"",2023-01-24 09:25:47,0.8886111111111111,nagami79,PLINE300,2435,,"","",TR3400,,31199/02273
2023-01-24 08:47:15,8.25,6,20p50 MOKE,2023-01-24 17:00:00,7.569166666666667,talmel16,PLINE300,1630,8,talmel16,"",POLARKERR_2,,38199/01593
2023-01-24 08:52:29,3.75,0,100nm deposition on SI blanket,2023-01-24 12:30:00,3.372777777777778,vlanck26,PLINE200,1627,3.5,vlanck26,NITR;WIP,P3_NITRIDE,,97401/02108
2023-01-24 08:57:02,3,0,Dev. new WDC and HST thc.s,2023-01-24 12:00:00,2.273888888888889,pasqua16,PLINE300,464,3,pasqua16,LP1;LP2;PM2;PM1,EXTREME_2,,39424/01221
2023-01-24 09:00:00,1,,pd,2023-01-24 10:00:00,,"",PLINE300,776,1,ramane56,"",H6300_2,,31199/02273
2023-01-24 09:00:00,1,,recipe creation,2023-01-24 10:00:00,,"",PLINE300,1119,1,kampit73,"",HITACHI5000,,31199/01680
2023-01-24 09:00:00,2,,DNS_6-MCP2 HF2 improvement,2023-01-24 11:00:00,,"",PLINE300,230,2,gonzal15,LP1;MPC2;MPC5;MPC8,DNS_6,,36026/01225
2023-01-24 09:00:00,2,,for Intel,2023-01-24 11:00:00,,"",PLINE300,703,2,guzman11,"",H6300,,31199/00849
2023-01-24 09:00:00,3,,XPS coating voor DSA,2023-01-24 12:00:00,,"",PLINE300,2101,3,blomme87,BOTL,TRDUOS,,31199/02285
2023-01-24 09:30:00,0,,CIP4 process studies,2023-01-24 17:30:00,,"",PLINE300,2285,8,peter,DCM4;LP4,XP8,,31499/01951
2023-01-24 09:30:00,0,,TiN dep,2023-01-24 17:00:00,,"",PLINE300,2255,7.5,liang13,LP2;PM2,XP4_2,,30990/32063
2023-01-24 09:30:00,0.5,,Test,2023-01-24 10:00:00,,"",PLINE300,1930,0.5,alian,"",SU8000,,97700/01369
2023-01-24 09:30:00,1.5,3,R,2023-01-24 11:00:00,1.2505555555555556,hillen84,PLINE300,2347,1.5,hillen84,"",TR2000,,31199/01680
2023-01-24 09:30:00,6.5,,D18,2023-01-24 16:00:00,,"",PLINE200,2225,6.5,zunic13,"",WYCO,,98300/01618
2023-01-24 09:30:00,30.5,1,SiGe etch develop,2023-01-25 16:00:00,20.877777777777776,puttar77,PLINE300,1982,13.5,puttar77,LP1;PM5,TEL_LEAGA,,32005/01675
2023-01-24 09:58:03,1,1,Si,2023-01-24 11:02:12,1.0691666666666666,lo60,PLINE300,1734,1,netsou48,"",SCD100,,30990/02249
2023-01-24 09:58:15,1,1,XSEM,2023-01-24 11:01:50,1.0597222222222222,marian80,PLINE300,1577,1,marian80,"",NOVA200_2,,30990/02249
2023-01-24 10:00:00,1.5,,private,2023-01-24 11:30:00,,"",PLINE300,2546,1.5,fukumu91,"",LithoCluster_3400,,31199/02019
2023-01-24 10:00:00,1.5,0,pline use,2023-01-24 11:30:00,1.32,michal78,PLINE300,1831,1.5,michal78,"",SEMVISION,,39320/36502
2023-01-24 10:00:00,2,,devinp,2023-01-24 12:00:00,,"",PLINE300,1609,2,nong52,"",NX3DM,,36003/01224
2023-01-24 10:00:00,2,,INPRIA,2023-01-24 12:00:00,,"",PLINE300,2424,2,wouter51,"",TR3300,,31199/31247
2023-01-24 10:00:00,2,,JSR,2023-01-24 12:00:00,,"",PLINE300,2464,2,perrem78,"",LithoCluster_1000,,31199/30079
2023-01-24 10:00:00,2,17,i,2023-01-24 12:03:49,1.9947222222222223,vrancken,PLINE300,896,2,vrancken,"",HELIOS1200,,37092/02172
2023-01-24 10:00:00,3,,d,2023-01-24 13:00:00,,"",PLINE300,803,3,gupta76,"",H6300_2,,31199/01321
2023-01-24 10:00:00,3,,devinp,2023-01-24 13:00:00,,"",PLINE300,1205,3,vandeney,"",HITACHI5000,,31199/00653
2023-01-24 10:00:00,3,,INPRIA,2023-01-24 13:00:00,,"",PLINE300,518,3,castel93,"",FTIR_2,,31199/31247
2023-01-24 10:00:00,3,,SiCN bonding,2023-01-24 13:00:00,,"",PLINE200,1696,3,naser16,"",SAM300,,31012/01506
2023-01-24 10:00:00,3,,Test,2023-01-24 13:00:00,,"",PLINE200,37,3,noda11,"",ACT12_MTM,,31012/01649
2023-01-24 10:00:00,6,,wp3,2023-01-24 16:00:00,,"",PLINE300,560,6,vdheuvel,"",GS1000,,31199/01886
2023-01-24 10:00:00,8.25,2,recipe creation,2023-01-24 18:10:58,4.1561111111111115,cooman32,PLINE200,1281,6,moet12,"",KLA2351,,37004/01945
2023-01-24 10:00:00,9,,TEM prep;TEM spec thinning,2023-01-24 19:00:00,,"",PLINE300,1102,9,drijboom;nalinm87,"",HELIOS_G5,,42199/00160
2023-01-24 10:30:00,0,,tdc,2023-01-24 12:00:00,,"",PLINE300,410,1.5,kissoo12,SN,EP5,,31199/01755
2023-01-24 10:30:00,1,,ER test,2023-01-24 11:30:00,,"",PLINE300,1365,1,vecchio,LP2;PM4,LAM_E5,,98601/36003
2023-01-24 10:30:00,1.5,,test mich,2023-01-24 12:00:00,,"",PLINE300,1421,1.5,goossen,LP1;PM4;PM5,LAM_E6,,31299/31900
2023-01-24 10:30:00,2,,wafer etch,2023-01-24 12:30:00,,"",PLINE300,1420,2,kadir70,LP4;PM1,LAM_E6,,37013/01883
2023-01-24 11:00:00,1,,demo,2023-01-24 12:00:00,,"",PLINE200,112,1,noda11,"",AP300,,31012/01649
2023-01-24 11:00:00,1,,ER test,2023-01-24 12:00:00,,"",PLINE300,70,1,vecchio,"",ALERIS,,98601/36003
2023-01-24 11:00:00,1,,sec,2023-01-24 12:00:00,,"",PLINE300,1312,1,nonaka89,"",KLA2925,,31007/30076
2023-01-24 11:00:00,1.5,,Recipe development,2023-01-24 12:30:00,,"",PLINE300,2026,1.5,katcko10,LP2;PM6,TEL_TACTRAS3,,31199/00653
2023-01-24 11:00:00,1.75,1,Bscord2 prd,2023-01-24 12:40:36,1.3388888888888888,dubey63,PLINE300,1865,1,dubey63,ATM;SM1;SM2;SM3,SEZ304_2,,30990/02250
2023-01-24 11:00:00,3,,III-V measurement,2023-01-24 14:00:00,,"",PLINE200,1235,3,alcott43,"",HRXRD,,32414/01368
2023-01-24 11:00:00,3,,meas,2023-01-24 14:00:00,,"",PLINE300,664,3,kato15,"",H6300,,31199/31074
2023-01-24 11:00:00,9,,WEC1 AR225170,2023-01-24 20:00:00,,"",PLINE300,2503,9,schaap,"",LithoCluster_2000,,31199/31811
2023-01-24 11:30:00,1,0,Cleaning transferred WS2,2023-01-24 12:30:00,0.6994444444444444,wyndae43,PLINE300,1388,1,wyndae43,LP1;LP2;LP3;PM2,LAM_E5_2,,32399/00879
2023-01-24 11:30:00,1.25,0,New Recipe optimization,2023-01-24 12:42:47,1.116111111111111,mudige97,PLINE300,1511,0.5,mudige97,LP2;P1L2,NOKOTA,,31399/31519
2023-01-24 11:35:53,5.25,,"",2023-01-24 16:57:52,5.366388888888889,guerrera,PLINE200,2030,,"","",TEMP_BONDER,,32299/00716
2023-01-24 12:00:00,1,,si surface inspection,2023-01-24 13:00:00,,"",PLINE300,1895,1,knaepen,"",SP5,,30990/02249
2023-01-24 12:00:00,2,,meas,2023-01-24 14:00:00,,"",PLINE300,600,2,kato15,"",H5000_2,,31199/31074
2023-01-24 12:00:00,2.5,,exposure,2023-01-24 14:30:00,,"",PLINE200,100,2.5,guerrera,"",AP300,,32299/00716
2023-01-24 12:00:00,5,,process aether lot,2023-01-24 17:00:00,,"",PLINE300,469,5,gullo50,LP1;LP2;PM1,EXTREME_2,,31199/01918
2023-01-24 12:30:00,1.5,,sem nil,2023-01-24 14:00:00,,"",PLINE300,1547,1.5,willegem,"",NOVA200_2,,97401/01743
2023-01-24 12:30:00,2.5,,Light Training,2023-01-24 15:00:00,,"",PLINE300,1323,2.5,johnsu91,"",KLA2925,,31199/02273
2023-01-24 12:30:00,2.5,,XRF,2023-01-24 15:00:00,,"",PLINE300,15,2.5,peissk91,"",2830ZT,,31499/00379
2023-01-24 12:59:58,3.5,0,Cu stop in layer processing,2023-01-24 16:32:04,3.535,dewild34,PLINE300,1685,3.5,dewild34,LP1;LP2;H1;H2;H3;H4,REFLEXION_2,,32005/01717
2023-01-24 13:00:00,1,,Private use,2023-01-24 14:00:00,,"",PLINE300,71,1,oguma46,"",ALERIS,,31199/30092
2023-01-24 13:00:00,1,3,R,2023-01-24 14:00:00,0.7338888888888889,hillen84,PLINE300,2093,1,hillen84,BOTL,TRDUOS,,31199/01680
2023-01-24 13:00:00,2,,ewfs,2023-01-24 15:00:00,,"",PLINE300,409,2,schoof76,SN,EP5,,31199/01057
2023-01-24 13:00:00,2,,INPRIA,2023-01-24 15:00:00,,"",PLINE300,2423,2,wouter51,"",TR3300,,31199/31247
2023-01-24 13:00:00,2,,Test,2023-01-24 15:00:00,,"",PLINE300,811,2,roy82,"",H6300_2,,31199/01918
2023-01-24 13:00:00,3,,GATR,2023-01-24 16:00:00,,"",PLINE300,508,3,kenis,"",FTIR_2,,32005/01712
2023-01-24 13:00:00,3,,R,2023-01-24 16:00:00,,"",PLINE300,1191,3,hillen84,"",HITACHI5000,,31199/01680
2023-01-24 13:30:00,2.5,0,100nm deposition of AlCu 9kw,2023-01-24 16:00:00,1.765,vlanck26,PLINE200,329,2.5,vlanck26,LP1;CH4,ENDURA1,,97401/02108
2023-01-24 13:41:41,5,,"",2023-01-24 18:46:34,5.081388888888889,rutkow29,PLINE300,921,,"","",HELIOS1200,,39320/36502
2023-01-24 13:42:10,3.25,,"",2023-01-24 17:02:10,3.3333333333333335,sainch77,PLINE300,2187,,"","",VERIOS,,39320/36502
2023-01-24 14:00:00,0,,IMEC Demo follow up,2023-01-24 18:00:00,,"",PLINE300,2258,4,homkar65,LP1;LP3;PM3;PM1,XP4_2,,30990/32063
2023-01-24 14:00:00,0.5,,spinel IGZO,2023-01-24 14:30:00,,"",PLINE300,1695,0.5,agiann70,"",RS100C_2,,31299/01284
2023-01-24 14:00:00,1,,i,2023-01-24 15:00:00,,"",PLINE300,1419,1,raymae79,LP4;PM4,LAM_E6,,38199/37862
2023-01-24 14:00:00,1,,Insp,2023-01-24 15:00:00,,"",PLINE300,1812,1,dusar,"",SEMVISION,,31029/01811
2023-01-24 14:00:00,1,,Micron,2023-01-24 15:00:00,,"",PLINE300,2610,1,blomme87,"",LithoCluster_3400,,31199/02285
2023-01-24 14:00:00,1,,remote access EVG call particles,2023-01-24 15:00:00,,"",PLINE300,543,1,grosem77,"",GEMINI,,36671/01223
2023-01-24 14:00:00,1,,Si,2023-01-24 15:00:00,,"",PLINE300,1733,1,netsou48,"",SCD100,,30990/02249
2023-01-24 14:00:00,1,2,Si,2023-01-24 15:02:29,0.9047222222222222,dubey63,PLINE300,1272,1,khazak83,"",JVX7300M,,30990/01658
2023-01-24 14:00:00,1.5,,Ultrasound PUF inspection,2023-01-24 15:30:00,,"",PLINE300,1581,1.5,leruth67,"",NOVA200_2,,97401/00942
2023-01-24 14:00:00,1.5,0,Internal Development,2023-01-24 15:30:00,0.9075,choudh58,PLINE300,1399,1.5,choudh58,LP1;PM6,LAM_E6,,31299/02060
2023-01-24 14:00:00,2,,200mm tapeframe,2023-01-24 16:00:00,,"",PLINE200,1465,2,coulso66,"",LASERDEBOND,,44286/44542
2023-01-24 14:00:00,2,,meas,2023-01-24 16:00:00,,"",PLINE300,711,2,genjim61,"",H6300,,31199/02273
2023-01-24 14:00:00,3.5,,Bi on Si by MBE,2023-01-24 17:30:00,,"",PLINE200,1240,3.5,he48,"",HRXRD,,32399/32869
2023-01-24 14:00:00,7,,DSA,2023-01-24 21:00:00,,"",PLINE300,1661,7,verstr99,"",PROVISION2E,,31199/00650
2023-01-24 14:00:00,17.5,2,III-V,2023-01-25 07:25:41,17.20916666666667,alcott43,PLINE300,47,6,alcott43,LP1;PM3,AIXTRON,,32414/01368
2023-01-24 14:30:00,1,,sec,2023-01-24 15:30:00,,"",PLINE300,287,1,nonaka89,PM,EDR7100,,31007/30076
2023-01-24 14:30:00,3,,cure of polymer,2023-01-24 17:30:00,,"",PLINE200,138,3,noda11,"",BLUE_M_BCB,,31012/01649
2023-01-24 14:30:00,3,,MHM,2023-01-24 17:30:00,,"",PLINE300,1936,3,kampit73,"",SU8000,,31199/01680
2023-01-24 14:30:00,19.5,4,AE300216 and AT301352,2023-01-25 10:00:00,16.889166666666668,devul,PLINE300,340,19.5,devul,LP1;LP2;CH2_MC;CH3;CHE;CHF,ENDURA_5,,31499/02251
2023-01-24 15:00:00,0.5,,INPRIA,2023-01-24 15:30:00,,"",PLINE300,1911,0.5,giorda12,"",SP5,,31199/31247
2023-01-24 15:00:00,1,1,Merck,2023-01-24 16:00:00,0.7716666666666666,hillen84,PLINE300,2570,1,hillen84,"",LithoCluster_3400,,31199/01680
2023-01-24 15:00:00,1,7,etch,2023-01-24 16:00:00,0.32416666666666666,paolil45,PLINE300,1994,1,paolil45,LP1;PM6,TEL_TACTRAS3,,31199/01988
2023-01-24 15:00:00,2,,APC-CH,2023-01-24 17:00:00,,"",PLINE300,408,2,hasan30,SN,EP5,,31199/01876
2023-01-24 15:00:00,2.5,,DFR,2023-01-24 17:30:00,,"",PLINE200,103,2.5,eswara57,"",AP300,,37004/37141
2023-01-24 15:00:00,3,,GDSRSS,2023-01-24 18:00:00,,"",PLINE300,387,3,schoof76,PM,EP5,,31199/01057
2023-01-24 15:00:00,3,,PWEC3,2023-01-24 18:00:00,,"",PLINE300,1352,3,sah32,"",KLA2925,,31199/01920
2023-01-24 15:00:00,4,,meas,2023-01-24 19:00:00,,"",PLINE300,859,4,kovale23,"",H6300_2,,31199/01873
2023-01-24 15:00:00,7.5,,200kV,2023-01-24 22:30:00,,"",PLINE300,2058,7.5,nalinm87,"",TITAN,,42199/00160
2023-01-24 15:09:26,6.5,,"",2023-01-24 21:37:21,6.465277777777778,koryto87,PLINE300,445,,"","",EXSOLVE,,42199/00160
2023-01-24 15:30:00,1.5,,Lam process,2023-01-24 17:00:00,,"",PLINE300,439,1.5,huang72,LP1;LP2;PM3,EXCEL_2,,31199/01617
2023-01-24 15:30:00,1.5,,Review,2023-01-24 17:00:00,,"",PLINE300,288,1.5,drent34,PM,EDR7100,,31199/01988
2023-01-24 15:30:00,1.5,,Training,2023-01-24 17:00:00,,"",PLINE200,1516,1.5,hendri21,"",NOVA200,,97406/01185
2023-01-24 15:30:00,1.5,,use,2023-01-24 17:00:00,,"",PLINE300,1362,1.5,raymae79,LP2;PM4,LAM_E5,,98601/01062
2023-01-24 15:30:00,2,,P230047,2023-01-24 17:30:00,,"",PLINE200,198,2,moelants,"",CS4800,,44999/49500
2023-01-24 15:30:00,3.5,,devinp,2023-01-24 19:00:00,,"",PLINE300,1622,3.5,vbelle62,"",NXWAFER,,36003/01224
2023-01-24 15:30:00,5.5,,DFR,2023-01-24 21:00:00,,"",PLINE200,44,5.5,eswara57,"",ACT12_MTM,,37004/37141
2023-01-24 15:33:33,2,,"",2023-01-24 17:35:22,2.0302777777777776,martin29,PLINE300,1494,,"","",METRIOS,,42199/00160
2023-01-24 16:00:00,0,,LS measurement;TEL;making samples,2023-01-24 19:30:00,,"",PLINE300,2561,3.5,genjim61;ramane56,"",LithoCluster_3400,,31199/02273
2023-01-24 16:00:00,1.5,,atr-ftir,2023-01-24 17:30:00,,"",PLINE300,502,1.5,ha93,"",FTIR_2,,44999/49500
2023-01-24 16:00:00,2,,ADI,2023-01-24 18:00:00,,"",PLINE300,1185,2,zaid49,"",HITACHI5000,,31199/01918
2023-01-24 16:00:00,2,,BSV etch,2023-01-24 18:00:00,,"",PLINE300,1418,2,brouri54,LP1;PM1,LAM_E6,,31199/01918
2023-01-24 16:00:00,2.25,0,Spin Coat Work,2023-01-24 18:10:34,1.6927777777777777,cooman32,PLINE200,1970,1,arvind29,"",TELACT8_750,,31199/02272
2023-01-24 16:00:00,3,,200mm TapeFrame TFT Delamination,2023-01-24 19:00:00,,"",PLINE200,1460,3,sadati75,"",LASERDEBOND,,97401/00942
2023-01-24 16:00:00,3,,meas,2023-01-24 19:00:00,,"",PLINE300,579,3,kato15,"",H5000_2,,31199/31074
2023-01-24 16:00:00,3,,meas,2023-01-24 19:00:00,,"",PLINE300,665,3,kovale23,"",H6300,,31199/01873
2023-01-24 16:30:00,1,,HF processing experiment,2023-01-24 17:30:00,,"",PLINE300,224,1,decost63,LP4;MPC5,DNS_5,,32005/01719
2023-01-24 16:30:00,2,,coat,2023-01-24 18:30:00,,"",PLINE300,2422,2,kato15,"",TR3300,,31199/31074
2023-01-24 17:00:00,0.5,,Lam process,2023-01-24 17:30:00,,"",PLINE300,251,0.5,huang72,LP1;LP2;PM_L1;PM_L2,DVPRIME_1,,31199/01617
2023-01-24 17:00:00,1,,coupon test,2023-01-24 18:00:00,,"",PLINE300,1983,1,krishtab,LP1;PM1,TEL_TACTRAS,,31199/01765
2023-01-24 17:00:00,1.5,,SEM,2023-01-24 18:30:00,,"",PLINE300,1858,1.5,dvriendt,"",SEMVISION,,32299/00013
2023-01-24 17:00:00,2,,Review,2023-01-24 19:00:00,,"",PLINE300,313,2,peters25,PM,EDR7100,,31199/02273
2023-01-24 17:00:00,4.5,,etch,2023-01-24 21:30:00,,"",PLINE300,2024,4.5,fukui39,LP1;PM6,TEL_TACTRAS3,,98601/00962
2023-01-24 17:00:00,6,,APC,2023-01-24 23:00:00,,"",PLINE300,401,6,schelc12,SN,EP5,,31199/01057
2023-01-24 18:00:00,0,,P230047,2023-01-24 19:30:00,,"",PLINE200,133,1.5,moelants,"",ASM1100,,44999/49500
2023-01-24 18:00:00,1,,DSA,2023-01-24 19:00:00,,"",PLINE300,1306,1,vanbel53,"",KLA2925,,31199/00650
2023-01-24 18:00:00,3,,R,2023-01-24 21:00:00,,"",PLINE300,1189,3,hillen84,"",HITACHI5000,,31199/01680
2023-01-24 18:30:00,1.5,14,Insp,2023-01-24 20:00:00,1.011111111111111,engelen,PLINE300,1738,1.5,engelen,"",SEMVISION,,43001/43193
2023-01-24 19:00:00,1,,use,2023-01-24 20:00:00,,"",PLINE300,735,1,ledain47,"",H6300,,98601/01062
2023-01-24 19:00:00,2,,P230047,2023-01-24 21:00:00,,"",PLINE200,199,2,moelants,"",CS4800,,44999/49500
2023-01-24 19:24:18,0,1,exposure,2023-01-24 20:30:00,0.6741666666666667,kato15,PLINE300,2569,1,kato15,"",LithoCluster_3400,,31199/31074
2023-01-24 19:30:00,0,,Defect troubleshooting,2023-01-25 00:00:00,,"",PLINE300,2280,4.5,chauha79,LP1;PM1,XP4_4,,30990/32063
2023-01-24 19:53:15,2,,"",2023-01-24 21:47:30,1.9041666666666666,sainch77,PLINE300,918,,"","",HELIOS1200,,39320/36502
2023-01-24 20:00:00,2.5,,meting,2023-01-24 22:30:00,,"",PLINE300,630,2.5,blomme87,"",H6300,,31199/02285
2023-01-24 20:04:49,1.75,,"",2023-01-24 21:43:55,1.6516666666666666,rutkow29,PLINE300,1776,,"","",SEMVISION,,39320/36502
2023-01-24 20:08:21,1.5,,"",2023-01-24 21:33:40,1.4219444444444445,vdstaey,PLINE300,2184,,"","",VERIOS,,39320/36502
2023-01-24 21:00:00,1,,coat,2023-01-24 22:00:00,,"",PLINE300,2340,1,kato15,"",TR2000,,31199/31074
2023-01-24 21:00:00,4,,ADI,2023-01-25 01:00:00,,"",PLINE300,1187,4,zaid49,"",HITACHI5000,,31199/01918
2023-01-24 21:00:00,12,,eP5,2023-01-25 09:00:00,,"",PLINE300,376,12,delorm67,PM,EP5,,31199/01057
2023-01-24 21:56:11,0.25,,"",2023-01-24 22:04:30,0.1386111111111111,lookma25,PLINE300,917,,"","",HELIOS1200,,39320/36502
2023-01-24 22:00:00,10.5,,h,2023-01-25 08:30:00,,"",PLINE300,568,10.5,kondo25,"",GS1000,,31199/01179
2023-01-24 22:09:25,4,,"",2023-01-25 02:06:43,3.955,derudd92,PLINE300,912,,"","",HELIOS1200,,39320/36502
2023-01-24 22:11:09,3.5,,"",2023-01-25 01:48:19,3.6194444444444445,vrebos45,PLINE300,2182,,"","",VERIOS,,39320/36502
2023-01-24 22:30:00,1.5,,meas,2023-01-25 00:00:00,,"",PLINE300,676,1.5,genjim61,"",H6300,,31199/02273
2023-01-25 00:00:00,0,,JSR,2023-01-25 02:00:00,,"",PLINE300,2463,2,perrem78,"",LithoCluster_1000,,31199/30079
2023-01-25 00:00:00,1,,Test,2023-01-25 01:00:00,,"",PLINE300,2400,1,cloost23,"",TR3300,,31199/30079
2023-01-25 00:00:00,7,,private,2023-01-25 07:00:00,,"",PLINE300,632,7,fukumu91,"",H6300,,31199/02019
2023-01-25 01:00:00,1,,Test,2023-01-25 02:00:00,,"",PLINE300,2611,1,cloost23,"",LithoCluster_3400,,31199/30079
2023-01-25 01:00:00,3,,DEVINPO,2023-01-25 04:00:00,,"",PLINE300,1190,3,debacker,"",HITACHI5000,,31199/00653
2023-01-25 02:00:00,2,,Scanner test,2023-01-25 04:00:00,,"",PLINE300,2631,2,aubert85,"",LithoCluster_3400,,31199/31811
2023-01-25 02:42:12,3.25,,"",2023-01-25 05:59:53,3.294722222222222,lookma25,PLINE300,1495,,"","",METRIOS,,39320/36502
2023-01-25 02:50:16,3.25,,"",2023-01-25 06:00:46,3.175,vrebos45,PLINE300,923,,"","",HELIOS1200,,39320/36502
2023-01-25 03:22:39,0.75,,"",2023-01-25 04:09:26,0.7797222222222222,derudd92,PLINE300,1774,,"","",SEMVISION,,39320/36502
2023-01-25 05:59:46,3.25,15,Insp,2023-01-25 09:08:36,2.9980555555555557,redants;beirnaer,PLINE300,1823,2,redants,"",SEMVISION,,43001/43193
2023-01-25 06:00:00,2,,meas,2023-01-25 08:00:00,,"",PLINE300,305,2,vdbroecn,PM,EDR7100,,31199/01988
2023-01-25 06:00:00,3,,pline werk,2023-01-25 09:00:00,,"",PLINE300,1934,3,caluwaer,"",SU8000,,31699/00055
2023-01-25 06:00:00,10.5,,200;tem,2023-01-25 16:30:00,,"",PLINE300,2059,10.5,carola29;faviap,"",TITAN,,42199/00160
2023-01-25 06:24:38,1.5,,"",2023-01-25 07:50:18,1.4277777777777778,michal78,PLINE300,925,,"","",HELIOS1200,,39320/36502
