Begin,Cluster,Description,End,Fab300_Duration,Fab300_User_id,Facility,id,IIO_Duration,IIO_User_id,Modules,Tool,TR_Cluster,WBS
2022-11-15 08:00:00,,ILLUMINATOR - FULL Beam Rls,2022-11-15 11:30:00,,"",PLINE200,1207,3.5,palomb58,PM2;PM3,SPTS_OMEGA,,36004/01224
2022-11-15 08:30:00,1,xsem,2022-11-15 10:00:00,1.166111111111111,maes72,PLINE300,1213,1.5,maes72,"",SU8000,,37004/15017
2022-11-15 09:00:00,,Bottleswap 50ppm B2H6/H2,2022-11-15 15:00:00,,"",PLINE300,786,6,roekens,LP2;PM3;PM4,INTREPID,,39421/36503
2022-11-15 09:00:00,,Bottleswap 50ppm B2H6/H2,2022-11-15 15:00:00,,"",PLINE300,788,6,roekens,LP3;PM2;PM3;PM4,INTREPID_2,,39421/36503
2022-11-15 09:00:00,,Development NbTiN at 420C,2022-11-15 10:00:00,,"",PLINE300,228,1,soulie26,LP1;CH1_MC;CHE,ENDURA_5,,31399/00039
2022-11-15 09:00:00,,Experiment,2022-11-15 18:00:00,,"",PLINE200,332,9,maehar92,"",FC150,,32299/01084
2022-11-15 09:00:00,,for Intel,2022-11-15 11:00:00,,"",PLINE300,467,2,guzman11,"",H6300,,31199/00849
2022-11-15 09:00:00,,resist coating,2022-11-15 09:30:00,,"",PLINE200,1246,0.5,castel93,"",TELACT8_750,,31199/31247
2022-11-15 09:00:00,,rqereq,2022-11-15 11:00:00,,"",PLINE300,283,2,baskar86,PM,EP5,,31199/01565
2022-11-15 09:00:00,,test,2022-11-15 10:00:00,,"",PLINE300,1593,1,caron34,"",LithoCluster_3400,,31199/31191
2022-11-15 09:00:00,,Training Geert Raymaekers,2022-11-15 12:00:00,,"",PLINE200,105,3,parmenti,"",CIPT,,36003/36504
2022-11-15 09:00:00,0,Devinps,2022-11-15 10:26:26,1.2430555555555556,janard53,PLINE300,1189,1,janard53,"",SP3,,00999/00505
2022-11-15 09:00:00,0,micledi,2022-11-15 14:22:00,4.833333333333333,jslabbe,PLINE200,909,2,jslabbe,"",LASERDEBOND,,32099/30197
2022-11-15 09:00:00,10,JSR,2022-11-15 11:12:27,1.3694444444444445,lecocq91,PLINE300,1539,2,perrem78,"",LithoCluster_1000,,31199/30079
2022-11-15 09:30:00,,h,2022-11-15 13:00:00,,"",PLINE300,400,3.5,kondo25,"",GS1000,,31199/01179
2022-11-15 09:30:00,,TMA soak,2022-11-16 00:00:00,,"",PLINE300,1430,14.5,liang13,LP2;PM2,XP4_2,,30990/32063
2022-11-15 09:30:00,,voor Mich,2022-11-15 11:30:00,,"",PLINE300,882,2,goossen,LP1;PM4,LAM_E6,,31299/31900
2022-11-15 09:49:38,,"",2022-11-15 13:20:37,3.516388888888889,verhoevj,PLINE300,670,,"","",HELIOS1200_2,,36003/36503
2022-11-15 10:00:00,,development AE229203,2022-11-15 19:00:00,,"",PLINE300,227,9,devul,LP2,ENDURA_5,,37037/02098
2022-11-15 10:00:00,,development AE229203,2022-11-16 00:00:00,,"",PLINE300,226,14,devul,LP1;CH2_MC;CH3;CHE,ENDURA_5,,37037/02098
2022-11-15 10:00:00,,LS P32,2022-11-15 11:30:00,,"",PLINE300,1282,1.5,demand38,LP1;PM6,TEL_TACTRAS3,,31199/02273
2022-11-15 10:00:00,,Recipe modif,2022-11-15 11:00:00,,"",PLINE300,852,1,beral49,"",KLA2925,,31199/01918
2022-11-15 10:00:00,,spc and rsm test recipe,2022-11-15 12:00:00,,"",PLINE300,792,2,pena,"",JVX7300M,,98600/01847
2022-11-15 10:00:00,,test,2022-11-15 10:30:00,,"",PLINE300,1058,0.5,cloost23,"",SCD100,,31199/30079
2022-11-15 10:00:00,,test,2022-11-15 11:00:00,,"",PLINE300,771,1,roy82,"",HITACHI5000,,38199/01905
2022-11-15 10:00:00,0,i,2022-11-15 12:00:00,1.7408333333333332,vrancken,PLINE300,650,2,vrancken,"",HELIOS1200,,37092/02172
2022-11-15 10:00:00,1,lot;TBM development,2022-11-15 16:00:00,2.9591666666666665,han41,PLINE200,1306,4.5,han41;patil20,"",TEMP_BONDER,,36671/01224
2022-11-15 10:11:24,,"",2022-11-15 10:37:57,0.4425,maes72,PLINE300,976,,"","",NOVA200_2,,98300/14175
2022-11-15 10:30:00,,Inpria,2022-11-15 13:00:00,,"",PLINE300,1478,2.5,giorda12,"",TR3300,,31199/31247
2022-11-15 10:30:00,,MAZO w/ H2O process development,2022-11-15 12:30:00,,"",PLINE300,28,2,pavel13,"",2830ZT,,31499/01284
2022-11-15 10:30:00,2,200kV;TEM,2022-11-15 22:00:00,4.623333333333333,impagn97,PLINE300,1319,11.5,richardo;impagn97,"",TITAN,,42199/00160
2022-11-15 10:40:36,,"",2022-11-15 13:59:45,3.319166666666667,vhumbe97,PLINE300,298,,"","",EXSOLVE,,39320/36502
2022-11-15 11:00:00,,BS clean (B_SCROD 2PROD)-22wfrs,2022-11-15 13:30:00,,"",PLINE300,1174,2.5,belov93,ATM;SM2;SM3,SEZ304_2,,32099/01506
2022-11-15 11:00:00,,Inpria,2022-11-15 12:00:00,,"",PLINE300,45,1,deschepp,"",ALERIS,,31199/31247
2022-11-15 11:00:00,,m,2022-11-15 14:00:00,,"",PLINE300,469,3,vdries51,"",H6300,,31199/01413
2022-11-15 11:00:00,,m,2022-11-15 14:00:00,,"",PLINE300,752,3,jehoulc,"",HITACHI5000,,31199/01245
2022-11-15 11:00:00,,Recipe manual EP,2022-11-15 11:30:00,,"",PLINE300,872,0.5,katcko10,LP3;PM1,LAM_E5_2,,38199/01792
2022-11-15 11:00:00,0,glass perminex glass bonding,2022-11-15 17:00:00,4.809722222222222,arnett70,PLINE200,89,6,arnett70,"",BONDER_200,,44999/01882
2022-11-15 11:30:00,,cure of polymer,2022-11-15 14:30:00,,"",PLINE200,84,3,noda11,"",BLUE_M_BCB,,31012/01649
2022-11-15 11:30:00,,MAZO process develop,2022-11-15 19:00:00,,"",PLINE300,1438,7.5,thukka30,LP1;PM1,XP4_4,,30990/32063
2022-11-15 11:30:00,,OS;test,2022-11-15 13:30:00,,"",PLINE300,840,2,beggia74,"",KLA2925,,31199/00653
2022-11-15 12:00:00,,DSA,2022-11-15 14:00:00,,"",PLINE300,437,2,kampit73,"",H5000_2,,31199/01680
2022-11-15 12:00:00,,MAZO w/ H2O process development,2022-11-15 13:00:00,,"",PLINE300,326,1,pavel13,"",F5_SCD,,31499/01284
2022-11-15 12:00:00,,metro,2022-11-15 13:00:00,,"",PLINE300,1061,1,houben21,"",SCD100,,30990/32063
2022-11-15 12:00:00,,test,2022-11-15 13:00:00,,"",PLINE300,346,1,cochet,"",FTIR_2,,32299/00013
2022-11-15 12:00:00,0,DEMO related,2022-11-15 16:00:00,3.020277777777778,homkar65,PLINE300,913,4,homkar65,LP2;PM2;PM1,LEVITOR4300,,30990/32063
2022-11-15 12:05:20,,"",2022-11-15 13:48:49,1.7247222222222223,rutkow29,PLINE300,626,,"","",HELIOS1200,,39320/36502
2022-11-15 12:30:00,,AE229203,2022-11-15 13:00:00,,"",PLINE300,14,0.5,devul,"",2830ZT,,37037/02098
2022-11-15 12:30:00,,Recipe transfer,2022-11-15 13:30:00,,"",PLINE300,1285,1,katcko10,LP1;PM6,TEL_TACTRAS3,,31199/00653
2022-11-15 12:30:00,2,sem nil,2022-11-15 14:30:00,1.2630555555555556,willegem,PLINE300,978,2,willegem,"",NOVA200_2,,97401/01743
2022-11-15 13:00:00,,Inpria,2022-11-15 14:00:00,,"",PLINE300,46,1,deschepp,"",ALERIS,,31199/31247
2022-11-15 13:00:00,,scrjdp,2022-11-15 15:00:00,,"",PLINE300,183,2,vanderey,PM,EDR7100,,31199/31191
2022-11-15 13:00:00,,spc check,2022-11-15 18:00:00,,"",PLINE300,26,5,jagalu79,"",2830ZT,,30990/32063
2022-11-15 13:00:00,0,fusion bonding of thinned wafers,2022-11-15 19:19:37,3.9077777777777776,vasch21,PLINE300,782,5,kennes63,"",HYBRID_BONDER,,31012/01084
2022-11-15 13:00:00,0,HF/HNO3 WER test,2022-11-15 17:00:00,3.5708333333333333,lai86,PLINE300,170,4,lai86,LP3;PM_R1,DVPRIME_1,,32005/02270
2022-11-15 13:00:00,0,Low T IGZO,2022-11-15 17:30:00,4.208055555555555,dekkers,PLINE300,220,4.5,dekkers,LP1;CH3;CHE,ENDURA_3,,31499/01284
2022-11-15 13:30:00,,DSA,2022-11-15 14:00:00,,"",PLINE300,1353,0.5,verstr99,BOTL,TRDUOS,,31199/00650
2022-11-15 13:52:30,,"",2022-11-15 18:07:46,4.254444444444444,martin29,PLINE300,928,,"","",METRIOS,,42199/00160
2022-11-15 13:56:03,,"",2022-11-15 17:31:14,3.586388888888889,subedi56,PLINE300,620,,"","",HELIOS1200,,39320/36502
2022-11-15 14:00:00,,blanket measurement,2022-11-15 14:30:00,,"",PLINE300,320,0.5,kadir70,"",F5_SCD,,37013/01883
2022-11-15 14:00:00,,CAR EUV,2022-11-15 16:00:00,,"",PLINE300,1287,2,demand38,LP1;PM1,TEL_TACTRAS3,,31199/02273
2022-11-15 14:00:00,,DSA,2022-11-15 16:00:00,,"",PLINE300,741,2,verstr99,"",HITACHI5000,,31199/00650
2022-11-15 14:00:00,,i,2022-11-15 15:00:00,,"",PLINE300,699,1,vrancken,"",HELIOS460,,37092/02172
2022-11-15 14:00:00,,i,2022-11-15 15:00:00,,"",PLINE300,1085,1,maes72,"",SEMVISION,,44999/02213
2022-11-15 14:00:00,,Inpria,2022-11-15 16:00:00,,"",PLINE300,1530,2,deschepp,"",LithoCluster_1000,,31199/31247
2022-11-15 14:00:00,,manual observation,2022-11-15 15:00:00,,"",PLINE300,453,1,dauend87,"",H6300,,98600/00962
2022-11-15 14:00:00,0,Coupon etch,2022-11-15 16:00:00,1.685,paolil45,PLINE300,1304,2,paolil45,LP2;PM6,TEL_TACTRAS3,,31199/01988
2022-11-15 14:00:00,0,for Clement,2022-11-15 15:00:00,0.6547222222222222,leruth67,PLINE300,1219,1,billin72,"",SU8000,,44999/01882
2022-11-15 14:00:00,0,iLIME request,2022-11-15 15:00:00,0.5586111111111111,tielens,PLINE300,802,1,tielens,"",JVX7300M,,30990/01658
2022-11-15 14:00:00,6,Devinps,2022-11-15 18:00:00,2.3730555555555557,gompou79,PLINE300,111,4,gompou79,LP1;LP2;LP3;PM1;PM2;PM3,CIRCL,,36003/36503
2022-11-15 14:29:37,0,Blanket test,2022-11-15 15:30:00,0.9183333333333333,kadir70,PLINE300,896,1,kadir70,LP1;PM1,LAM_E6,,37013/01883
2022-11-15 14:30:00,,devinp lot,2022-11-15 15:30:00,,"",PLINE200,34,1,ameghn57,"",300MM_DICER,,36671/01224
2022-11-15 14:30:00,,internal development,2022-11-15 17:30:00,,"",PLINE300,349,3,castel93,"",FTIR_2,,31199/31247
2022-11-15 14:30:00,,meas,2022-11-15 16:30:00,,"",PLINE300,401,2,chowri97,"",GS1000,,31199/01988
2022-11-15 14:30:00,0,Blanket profile check,2022-11-15 18:30:00,3.049166666666667,nomura57,PLINE300,368,4,nomura57,LP1;PM_C,F_REX300X_2,,31399/01183
2022-11-15 15:00:00,,DSA,2022-11-15 16:00:00,,"",PLINE300,456,1,verstr99,"",H6300,,31199/00650
2022-11-15 15:00:00,,for kamaal,2022-11-15 17:00:00,,"",PLINE300,190,2,hareen73,PM,EDR7100,,31199/02273
2022-11-15 15:00:00,,hna,2022-11-15 16:00:00,,"",PLINE300,1509,1,furuka28,"",TR3300,,31199/01988
2022-11-15 15:00:00,,MHM,2022-11-15 16:30:00,,"",PLINE300,1216,1.5,kampit73,"",SU8000,,31199/01680
2022-11-15 15:00:00,0,particle meting 2x23 wafers,2022-11-15 16:00:00,0.9361111111111111,jehoul60,PLINE300,1201,1,haider15,"",SP5,,98601/01062
2022-11-15 15:04:05,,"",2022-11-15 16:28:40,1.4097222222222223,dusar,PLINE300,1112,,"","",SEMVISION,,44999/02213
2022-11-15 15:30:00,,dev,2022-11-15 17:00:00,,"",PLINE200,949,1.5,hendri21,"",NOVA200,,97406/01185
2022-11-15 16:00:00,,devinp,2022-11-15 21:30:00,,"",PLINE200,820,5.5,gompou79,"",KLA2351,,32299/31838
2022-11-15 16:00:00,,Inpria,2022-11-15 18:00:00,,"",PLINE300,436,2,deschepp,"",H5000_2,,31199/31247
2022-11-15 16:00:00,,m,2022-11-15 17:30:00,,"",PLINE300,756,1.5,jehoulc,"",HITACHI5000,,31199/01245
2022-11-15 16:00:00,,P224185,2022-11-15 17:00:00,,"",PLINE200,66,1,moelants,"",ASM1100,,97401/01775
2022-11-15 16:00:00,,pilot,2022-11-15 19:00:00,,"",PLINE300,475,3,wei62,"",H6300,,31199/00653
2022-11-15 16:00:00,,sto,2022-11-15 17:00:00,,"",PLINE300,1561,1,bisschop,"",LithoCluster_2000,,31199/01988
2022-11-15 16:00:00,,Wafer processing,2022-11-15 19:00:00,,"",PLINE300,1263,3,feurpr61,LP3;PM6,TEL_TACTRAS2,,31199/02273
2022-11-15 16:00:00,6,CRAS APF Coupon iteration,2022-11-15 18:13:24,2.2094444444444443,choudh58,PLINE300,892,1,choudh58,LP2;PM6,LAM_E6,,98850/02081
2022-11-15 16:30:00,,cpns,2022-11-15 18:00:00,,"",PLINE300,880,1.5,mannaert,LP1;PM1,LAM_E6,,31299/00737
2022-11-15 16:30:00,,FF,2022-11-15 19:00:00,,"",PLINE300,397,2.5,singh36,"",GS1000,,31199/31074
2022-11-15 16:30:00,,P224185,2022-11-15 18:00:00,,"",PLINE200,138,1.5,moelants,"",CS4800,,97401/01775
2022-11-15 16:30:00,,x,2022-11-15 17:30:00,,"",PLINE300,1225,1,goossen,"",SU8000,,31299/31900
2022-11-15 17:00:00,,AL225326/5,2022-11-15 19:00:00,,"",PLINE300,716,2,moelants,"",HITACHI4000,,98850/02081
2022-11-15 17:00:00,,AL225326/5,2022-11-15 19:30:00,,"",PLINE300,1536,2.5,moelants,"",LithoCluster_1000,,98850/02081
2022-11-15 17:00:00,,HW check,2022-11-15 17:30:00,,"",PLINE300,1517,0.5,dauend87,"",TR3400,,31199/31021
2022-11-15 17:00:00,,process 1-2 wafers manually,2022-11-15 18:00:00,,"",PLINE300,1294,1,dauend87,LP1;LP2;PM6,TEL_TACTRAS3,,98600/00962
2022-11-15 17:00:00,,SEM,2022-11-15 18:30:00,,"",PLINE300,1158,1.5,dvriendt,"",SEMVISION,,32299/00013
2022-11-15 17:30:00,,AL225326/5,2022-11-15 18:30:00,,"",PLINE300,761,1,moelants,"",HITACHI5000,,98850/02081
2022-11-15 18:00:00,,P224185,2022-11-15 19:30:00,,"",PLINE200,65,1.5,moelants,"",ASM1100,,97401/01775
2022-11-15 18:00:00,,pillar,2022-11-15 19:00:00,,"",PLINE300,1592,1,gauber22,"",LithoCluster_3400,,98601/01971
2022-11-15 18:00:00,,PLINE to USE,2022-11-15 19:00:00,,"",PLINE300,127,1,guerra39,LP1;LP2;LP3;PM1;PM2;PM3,CIRCL,,36003/36502
2022-11-15 18:00:00,,RF CHK,2022-11-15 20:00:00,,"",PLINE300,1289,2,fukui39,LP1;PM6,TEL_TACTRAS3,,31199/02273
2022-11-15 18:30:00,,i,2022-11-15 20:00:00,,"",PLINE300,1157,1.5,engelen,"",SEMVISION,,44999/02213
2022-11-15 19:00:00,,P224185,2022-11-15 21:00:00,,"",PLINE200,140,2,moelants,"",CS4800,,97401/01775
2022-11-15 19:00:00,7,Devinps,2022-11-15 21:51:40,1.691111111111111,gompou79,PLINE300,109,2.5,gompou79,LP1;LP2;LP3;PM1;PM2;PM3,CIRCL,,36003/36503
2022-11-15 19:10:25,,"",2022-11-15 20:02:25,0.8666666666666667,subedi56,PLINE300,1402,,"","",VERIOS,,39320/36502
2022-11-15 19:36:54,,"",2022-11-15 22:12:42,2.5966666666666667,michal78,PLINE300,631,,"","",HELIOS1200,,39320/36502
2022-11-15 20:30:00,,MAZO process deveop,2022-11-16 00:00:00,,"",PLINE300,27,3.5,thukka30,"",2830ZT,,30990/32063
2022-11-15 21:00:00,,h,2022-11-16 06:00:00,,"",PLINE300,393,9,kondo25,"",GS1000,,31199/01179
2022-11-15 21:00:00,,MAZO w/ H2O process development,2022-11-16 08:30:00,,"",PLINE300,1433,11.5,pavel13,LP1;PM1,XP4_4,,31499/01284
2022-11-15 21:00:00,,queue,2022-11-15 22:00:00,,"",PLINE300,461,1,dauend87,"",H6300,,98600/00962
2022-11-15 22:00:00,,CU CMP,2022-11-16 04:00:00,,"",PLINE300,357,6,pittev,LP1;LP2;LP3;LP4;PM_C;PM_D,F_REX300X_1,,31399/01183
2022-11-15 22:09:28,,"",2022-11-16 04:50:27,6.683055555555556,claeseng,PLINE300,1375,,"","",VERIOS,,97406/97283
2022-11-15 22:11:23,,"",2022-11-16 00:49:10,2.629722222222222,nelisl,PLINE300,671,,"","",HELIOS1200_2,,42199/00160
2022-11-15 22:18:27,,"",2022-11-16 05:54:37,7.602777777777778,sterke41,PLINE300,632,,"","",HELIOS1200,,39320/36502
2022-11-15 23:00:00,,premeasurements,2022-11-16 00:00:00,,"",PLINE300,1048,1,pittev,"",RS100C_2,,31399/01183
2022-11-16 00:00:00,,JSR,2022-11-16 02:00:00,,"",PLINE300,1531,2,perrem78,"",LithoCluster_1000,,31199/30079
2022-11-16 00:30:00,,postmeasurements,2022-11-16 03:00:00,,"",PLINE300,1047,2.5,pittev,"",RS100C_2,,31399/01183
2022-11-16 01:00:00,,hold,2022-11-16 04:00:00,,"",PLINE300,748,3,alaertsw,"",HITACHI5000,,31199/00653
2022-11-16 04:00:00,,hybrid bonding CMP,2022-11-16 17:00:00,,"",PLINE300,356,13,dewild34,LP1;LP2;CL1B;CL3B;LP3;LP4;PM_C;PM_D;CL2B,F_REX300X_1,,31399/31519
2022-11-16 06:00:00,,lot on hold,2022-11-16 10:00:00,,"",PLINE300,1033,4,raymaek,LP1;CLEA;H1;PM2;PM3;PM1,REFLEXION_2,,31399/00039
2022-11-16 06:00:00,,re,2022-11-16 09:00:00,,"",PLINE300,477,3,vdbroecn,"",H6300,,31199/01851
2022-11-16 06:00:00,,scrjdp,2022-11-16 08:00:00,,"",PLINE300,198,2,vanderey,PM,EDR7100,,31199/31191
2022-11-16 06:00:00,,tem 200kv;training;tem,2022-11-16 16:30:00,,"",PLINE300,1324,10.5,han27;koylan92;faviap,"",TITAN,,42199/00160
2022-11-16 06:00:00,,Wf2,2022-11-16 10:00:00,,"",PLINE300,700,4,carola29,"",HELIOS460,,42199/00160
2022-11-16 06:13:15,1,alignment training on samples.,2022-11-16 10:43:24,4.5025,sterckxg,PLINE300,171,2,sterckxg,"",EBEAM300,,31199/31811
2022-11-16 06:22:56,,"",2022-11-16 09:42:23,3.3241666666666667,rutkow29,PLINE300,658,,"","",HELIOS1200_2,,39320/36502
2022-11-16 06:30:00,,MS3100 setup,2022-11-16 10:00:00,,"",PLINE300,1352,3.5,vanderey,TOPL;BOTL,TRDUOS,,31199/31191
2022-11-16 06:30:00,,TEM prep,2022-11-16 14:00:00,,"",PLINE300,707,7.5,han27,"",HELIOS_G5,,42199/00160
2022-11-16 07:00:00,,HSI filter 300C,2022-11-16 22:00:00,,"",PLINE200,143,15,leyssens,LP2;CHC,DCVD_CF,,98300/01158
2022-11-16 07:00:00,1,devinp,2022-11-16 14:19:36,4.870833333333334,vbelle62,PLINE300,997,6.5,vbelle62,"",NXWAFER,,36003/01224
2022-11-16 07:30:00,0,ILLUMINATOR - FULL Beam Rls,2022-11-16 11:30:00,0.004166666666666667,vespen36,PLINE200,1208,4,palomb58,PM2;PM3,SPTS_OMEGA,,36004/01224
2022-11-16 07:35:03,,"",2022-11-16 07:35:42,0.010833333333333334,leyssens,PLINE200,1004,,"","",P7_HITEMP,,39425/01221
2022-11-16 07:41:12,,"",2022-11-16 12:45:35,5.073055555555555,bangel19,PLINE200,247,,"","",ENDURA_BAR,,39422/01225
2022-11-16 08:00:00,,i,2022-11-16 10:00:00,,"",PLINE300,630,2,stiersj,"",HELIOS1200,,37092/02172
2022-11-16 08:00:00,2,BSD,2022-11-16 11:07:20,2.855,cochet,PLINE300,980,3,cochet,"",NOVA200_2,,32299/00013
2022-11-16 08:00:00,11,test,2022-11-16 10:00:00,1.0194444444444444,lecocq91,PLINE300,1538,2,cloost23,"",LithoCluster_1000,,31199/30079
2022-11-16 08:21:16,0,meting,2022-11-16 09:00:00,0.1963888888888889,beirnaer,PLINE300,128,0.5,beirnaer,LP1;LP2;LP3;PM1;PM2;PM3,CIRCL,,32299/00013
2022-11-16 09:00:00,,ALD new precursor,2022-11-18 18:30:00,,"",PLINE300,1010,57.5,peissk91,LP1;LL1;PM1,POLYGON8300,,31499/00379
2022-11-16 09:00:00,,aligned tbm bonding,2022-11-16 18:00:00,,"",PLINE300,783,9,kennes63,"",HYBRID_BONDER,,31012/01084
2022-11-16 09:00:00,,coat,2022-11-16 10:00:00,,"",PLINE300,1362,1,mingar54,"",TRPROAP,,31199/00653
2022-11-16 09:00:00,,DSA,2022-11-16 10:00:00,,"",PLINE300,759,1,verstr99,"",HITACHI5000,,31199/31191
2022-11-16 09:00:00,,FF,2022-11-16 15:00:00,,"",PLINE300,379,6,singh36,"",GS1000,,31199/31074
2022-11-16 09:00:00,,m,2022-11-16 21:00:00,,"",PLINE300,1456,12,jehoulc,"",YS375,,31199/01880
2022-11-16 09:00:00,,PWEC3,2022-11-16 12:30:00,,"",PLINE300,125,3.5,sah32,LP1;LP2;LP3;PM1;PM2;PM3,CIRCL,,31199/01920
2022-11-16 09:00:00,,R,2022-11-16 10:00:00,,"",PLINE300,439,1,kim94,"",H5000_2,,31199/01680
2022-11-16 09:00:00,,Recipe set up,2022-11-16 10:00:00,,"",PLINE300,1199,1,janard53,"",SP5,,31199/01918
2022-11-16 09:00:00,,Wafer map,2022-11-16 17:00:00,,"",PLINE200,1416,8,chance44,"",WYCO,,98500/01060
2022-11-16 09:00:00,,Water vapor exposure tests,2022-11-16 20:00:00,,"",PLINE300,1054,11,pasqua16,"",SAVANNAH,,31199/01765
2022-11-16 09:00:00,3,recipe,2022-11-16 11:07:27,1.9647222222222223,chowri97,PLINE300,833,2,chowri97,"",KLA2925,,31199/01988
2022-11-16 09:23:34,0,use,2022-11-16 10:00:00,0.25833333333333336,raymae79,PLINE300,865,0.5,raymae79,LP2;PM4,LAM_E5,,98601/01062
2022-11-16 09:30:00,,recipe creation,2022-11-16 12:00:00,,"",PLINE200,818,2.5,moet12,"",KLA2351,,32299/01959
2022-11-16 10:00:00,,Coupon,2022-11-16 11:00:00,,"",PLINE300,777,1,paolil45,"",HITACHI9380,,31199/01988
2022-11-16 10:00:00,,KLA intervention - recipe setup,2022-11-16 11:00:00,,"",PLINE300,1458,1,tuncaa41,"",ZETA,,36003/02120
2022-11-16 10:00:00,,TCB 200C 30sec 500g,2022-11-16 15:00:00,,"",PLINE200,328,5,kang10,"",FC150,,32299/01084
2022-11-16 10:00:00,,WS2 CVD for ASD,2022-11-16 11:00:00,,"",PLINE300,292,1,groven85,"",EPSILON3200,,31499/00880
2022-11-16 10:00:00,0,Passi Etch,2022-11-16 12:00:00,1.563611111111111,jamieson,PLINE300,894,2,jamieson,LP3;PM4,LAM_E6,,37092/02170
2022-11-16 10:00:00,0,test,2022-11-16 11:04:16,1.0533333333333332,roy82,PLINE300,737,1,roy82,"",HITACHI5000,,38199/01905
2022-11-16 10:00:00,10,SEM,2022-11-16 12:00:00,0.9972222222222222,beirnaer,PLINE300,1137,2,beirnaer,"",SEMVISION,,32299/00013
2022-11-16 10:30:00,,development high T,2022-11-16 20:00:00,,"",PLINE300,225,9.5,devul,LP1;CH2_MC;CH3;CHE,ENDURA_5,,37037/02098
2022-11-16 10:30:00,,He 14.4 H2 3.6 O2 0.3 N2 0.3,2022-11-16 14:00:00,,"",PLINE200,1167,3.5,kang10,"",SETNA,,32299/01084
2022-11-16 10:30:00,,Inpria,2022-11-16 12:00:00,,"",PLINE300,1483,1.5,giorda12,"",TR3300,,31199/31247
2022-11-16 10:30:00,,MAZO w/ H2O process development,2022-11-16 12:30:00,,"",PLINE300,31,2,pavel13,"",2830ZT,,31499/01284
2022-11-16 10:43:52,,"",2022-11-16 13:58:03,3.236388888888889,zeleni15,PLINE300,659,,"","",HELIOS1200_2,,39320/36502
2022-11-16 10:46:32,,"",2022-11-16 13:31:57,2.7569444444444446,rutkow29,PLINE300,1408,,"","",VERIOS,,39320/36502
2022-11-16 11:00:00,,DEMO related,2022-11-16 15:00:00,,"",PLINE300,912,4,homkar65,LP2;PM2;PM1,LEVITOR4300,,30990/32063
2022-11-16 11:00:00,,Etch sample,2022-11-16 13:00:00,,"",PLINE300,1281,2,fukui39,LP1;PM6,TEL_TACTRAS3,,31199/02273
2022-11-16 11:00:00,,Inpria,2022-11-16 12:00:00,,"",PLINE300,42,1,deschepp,"",ALERIS,,31199/31247
2022-11-16 11:00:00,,review;meas,2022-11-16 12:00:00,,"",PLINE300,200,1,chowri97,PM,EDR7100,,31199/01988
2022-11-16 11:00:00,0,voormeting Ni sampels,2022-11-16 13:00:00,1.2569444444444444,raymaek,PLINE200,104,2,raymaek,"",CIPT,,31399/00039
2022-11-16 11:00:00,1,Si(100),2022-11-16 12:23:02,1.3772222222222221,muehle10,PLINE300,794,1,khazak83,"",JVX7300M,,30990/01658
2022-11-16 11:30:00,,development,2022-11-16 12:30:00,,"",PLINE300,874,1,puliya38,LP1;PM4,LAM_E5_2,,38199/37862
2022-11-16 11:30:00,,prac,2022-11-16 13:00:00,,"",PLINE300,174,1.5,das10,"",EBEAM300,,31199/31811
2022-11-16 11:30:00,0,development,2022-11-16 12:30:00,0.5322222222222223,puliya38,PLINE300,893,1,puliya38,LP1;PM3,LAM_E6,,38199/02252
2022-11-16 11:56:12,3,test,2022-11-16 14:00:00,1.8719444444444444,cloost23,PLINE300,415,2,cloost23,"",H5000_2,,31199/30079
2022-11-16 12:00:00,,MAZO w/ H2O process development,2022-11-16 13:00:00,,"",PLINE300,322,1,pavel13,"",F5_SCD,,31499/01284
2022-11-16 12:00:00,,scrjdp,2022-11-16 14:00:00,,"",PLINE300,495,2,vanderey,"",H6300,,31199/31191
2022-11-16 12:00:00,,To process lot P223860/4,2022-11-16 16:30:00,,"",PLINE200,1415,4.5,postig14,WM1B;WM2A,WETSTRIP_WB,,36026/01224
2022-11-16 12:00:00,,WS2 CVD for ASD,2022-11-17 16:00:00,,"",PLINE300,293,28,groven85,"",EPSILON3200,,31499/00880
2022-11-16 12:30:00,,Devinps,2022-11-16 14:00:00,,"",PLINE300,1156,1.5,janard53,"",SEMVISION,,00999/00505
2022-11-16 12:30:00,,MAZO develop,2022-11-16 16:00:00,,"",PLINE300,1436,3.5,thukka30,LP1;PM1,XP4_4,,30990/32063
2022-11-16 12:30:00,,sem il;sem nil,2022-11-16 15:00:00,,"",PLINE300,973,2.5,willegem,"",NOVA200_2,,97401/01743
2022-11-16 12:30:00,,SPC devleopemnt,2022-11-16 13:30:00,,"",PLINE300,30,1,jagalu79,"",2830ZT,,30990/32063
2022-11-16 12:55:51,,"",2022-11-16 13:49:17,0.8905555555555555,maes72,PLINE300,701,,"","",HELIOS460,,98300/14175
2022-11-16 13:00:00,,AE225968,2022-11-16 17:00:00,,"",PLINE300,97,4,annama94,LP4;SM2_7;SM2_9,CELLESTA,,32005/01717
2022-11-16 13:00:00,,Inpria,2022-11-16 16:00:00,,"",PLINE300,747,3,deschepp,"",HITACHI5000,,31199/31247
2022-11-16 13:00:00,,light training,2022-11-16 15:00:00,,"",PLINE300,837,2,johnsu91,"",KLA2925,,31199/02273
