,FACILITY,Tool,WBS,Cluster,Description,Begin,End,IIO_User_id,Fab300_User_id,Modules,Fab300_Duration,IIO_Duration
2401,PLINE300,TRPROAP,32299/00013,,Coat Block 11,2023-01-23 15:00:00,2023-01-23 19:00:00,uruena10,,,,4.0
2403,PLINE300,VERSALIS,31012/01506,,recipe stability tests in PM4,2023-01-20 12:30:00,2023-01-20 14:30:00,schlei20,,LP1;LP2;PM1;PM3;PM4,,2.0
2404,PLINE300,VERSALIS,31299/31900,,test,2023-01-11 15:30:00,2023-01-11 16:00:00,goossen,,LP1;PM3,,0.5
2405,PLINE300,VERSALIS,31299/31900,,test,2023-01-12 15:30:00,2023-01-12 16:00:00,goossen,,LP1;PM3,,0.5
2407,PLINE300,VERSALIS,31499/01838,,SICN ON CUPONS,2023-01-23 10:00:00,2023-01-23 13:30:00,channa40,,LP2;PM1,,3.5
2408,PLINE300,VERSALIS,32099/01506,,test TEOS after repair,2023-01-11 10:00:00,2023-01-11 15:00:00,belov93,,LP1;PM1,,5.0
2409,PLINE300,VERSALIS,32099/01506,,TEOS tests on PM1 - pump repair,2023-01-13 10:00:00,2023-01-13 15:00:00,belov93,,LP1;PM1,,5.0
2411,PLINE300,VERSALIS,32099/01506,,test on PM1,2023-01-19 09:00:00,2023-01-19 19:00:00,belov93,,LP1;PM1,,10.0
2412,PLINE300,VERSALIS,32299/00588,,A-SI Deposition,2023-01-18 10:00:00,2023-01-18 13:30:00,channa40,,LP2;PM1,,3.5
2413,PLINE300,XP4_2,30990/32063,,HfOX,2023-01-06 13:00:00,2023-01-06 15:00:00,rastog28,,LP2;LP3;PM3,,2.0
2414,PLINE300,XP4_2,30990/32063,,TiN SPC,2023-01-09 09:30:00,2023-01-09 17:00:00,liang13,,LP2;PM2,,7.5
2415,PLINE300,XP4_2,30990/32063,,ASM deposition,2023-01-10 14:30:00,2023-01-10 18:00:00,chang92,,LP2,,3.5
2416,PLINE300,XP4_2,30990/32063,,TDMAHF SOAK,2023-01-12 09:00:00,2023-01-12 12:00:00,liang13,,LP2;PM2,,3.0
2417,PLINE300,XP4_2,30990/32063,,ASM deposition;IMEC demo;Post demo SPC,2023-01-13 08:00:00,2023-01-13 16:30:00,chang92,,LP2,,8.5
2418,PLINE300,XP4_2,30990/32063,,TDMAHF SOAK,2023-01-13 09:00:00,2023-01-13 12:30:00,liang13,,LP1;PM2,,3.5
2422,PLINE300,XP4_2,30990/32063,,DEMO SPC,2023-01-19 14:00:00,2023-01-19 17:00:00,homkar65,,LP3,,3.0
2423,PLINE300,XP4_2,30990/32063,,DEMO IMEC;HfO2 and Internal development,2023-01-20 09:00:00,2023-01-20 18:00:00,homkar65,,LP1;LP3;PM3,,9.0
2424,PLINE300,XP4_2,30990/32063,,TDMAHF soak test,2023-01-20 09:30:00,2023-01-20 12:00:00,liang13,,LP2;PM2,,2.5
2425,PLINE300,XP4_2,30990/32063,,DEMO IMEC,2023-01-20 13:00:00,2023-01-20 18:00:00,homkar65,,LP2;PM1;PM2,,5.0
2426,PLINE300,XP4_2,30990/32063,,HfOx deposition;TiN dep,2023-01-23 09:30:00,2023-01-23 16:00:00,liang13;rastog28,,PM2,,6.5
2427,PLINE300,XP4_2,30990/32063,,HfOx and internal development;TiN dep,2023-01-23 09:30:00,2023-01-23 18:30:00,homkar65;liang13,,LP2,,9.0
2428,PLINE300,XP4_2,30990/32063,,HfOx deposition,2023-01-23 11:30:00,2023-01-23 16:00:00,rastog28,,LP1,,4.5
2429,PLINE300,XP4_2,30990/32063,,HfOx and internal development,2023-01-23 11:30:00,2023-01-23 18:30:00,homkar65,,LP3;PM3,,7.0
2430,PLINE300,XP4_2,30990/32063,,TiN dep,2023-01-24 09:30:00,2023-01-24 17:00:00,liang13,,LP2;PM2,,7.5
2431,PLINE300,XP4_2,30990/32063,,IMEC Demo follow up,2023-01-24 14:00:00,2023-01-24 18:00:00,homkar65,,LP1;LP3;PM1;PM3,,4.0
2432,PLINE300,XP4_2,30990/32063,,IMEC Demo on PM4,2023-01-25 14:00:00,2023-01-25 19:00:00,homkar65,,LP1;LP2;LP3;PM1;PM2;PM3,,5.0
2433,PLINE300,XP4_2,31499/01884,,script recipes,2023-01-26 10:00:00,2023-01-26 14:00:00,popovici,,LP3;PM1,,4.0
2435,PLINE300,XP4_4,30990/32063,,Purging all source lines,2023-01-02 13:00:00,2023-01-02 18:30:00,chauha79,,LP1;PM1,,5.5
2436,PLINE300,XP4_4,30990/32063,,purging all sources,2023-01-03 11:30:00,2023-01-03 14:00:00,thukka30,,LP1;PM1,,2.5
2437,PLINE300,XP4_4,30990/32063,,MAZO/ZMO o3 process,2023-01-04 12:00:00,2023-01-04 16:00:00,thukka30,,LP1;PM1,,4.0
2438,PLINE300,XP4_4,30990/32063,,Purging,2023-01-05 10:00:00,2023-01-05 18:30:00,thukka30,,LP1;PM1,,8.5
2439,PLINE300,XP4_4,30990/32063,,Mechanical defect check,2023-01-06 09:00:00,2023-01-06 17:00:00,chauha79,,LP1;PM1,,8.0
2440,PLINE300,XP4_4,30990/32063,,Tool maintenance,2023-01-09 10:30:00,2023-01-09 17:30:00,honnib65,,LP1;LP2;LP3;PM1;PM2,,7.0
2441,PLINE300,XP4_4,30990/32063,,throttle valve replacement,2023-01-16 09:00:00,2023-01-16 17:00:00,honnib65,,LP1;PM1,,8.0
2442,PLINE300,XP4_4,30990/32063,,Chamber coat,2023-01-16 18:00:00,2023-01-16 19:30:00,chauha79,,LP1;PM1,,1.5
2443,PLINE300,XP4_4,30990/32063,,blocked for demo,2023-01-17 12:00:00,2023-01-17 17:00:00,kramac15,,LP1;LP2;LP3;PM1;PM2;PM3,,5.0
2444,PLINE300,XP4_4,30990/32063,,SPC binaries,2023-01-17 17:30:00,2023-01-17 22:00:00,chauha79,,LP1;PM1,,4.5
2445,PLINE300,XP4_4,30990/32063,,Internal process development,2023-01-18 18:00:00,2023-01-18 23:30:00,chauha79,,LP1;PM1,,5.5
2446,PLINE300,XP4_4,30990/32063,,Vessel installation,2023-01-19 11:00:00,2023-01-19 18:00:00,chauha79,,LP1;PM1,,7.0
2447,PLINE300,XP4_4,30990/32063,,Internal process development,2023-01-20 07:00:00,2023-01-20 17:30:00,chauha79,,LP1;PM1,,10.5
2448,PLINE300,XP4_4,30990/32063,,IMEC DEMO on PM2,2023-01-23 09:00:00,2023-01-23 16:00:00,kramac15,,LP2;LP3,,7.0
2449,PLINE300,XP4_4,30990/32063,,IMEC DEMO on PM2;S5 defect check,2023-01-23 09:00:00,2023-01-23 17:00:00,chauha79;kramac15,,LP1;PM1,,8.0
2450,PLINE300,XP4_4,30990/32063,,Defect troubleshooting,2023-01-24 19:30:00,2023-01-25 00:00:00,chauha79,,LP1;PM1,,4.5
2451,PLINE300,XP4_4,31499/01284,,MAZO process development,2023-01-03 22:00:00,2023-01-04 10:00:00,pavel13,,LP1;PM1;PM2;PM3,,12.0
2452,PLINE300,XP4_4,31499/01284,,MAZO w/ O3,2023-01-04 16:00:00,2023-01-05 00:00:00,pavel13,,LP1;PM1,,8.0
2453,PLINE300,XP4_4,31499/01284,,Binaries w/ O3,2023-01-05 22:00:00,2023-01-06 09:00:00,pavel13,,LP1;PM1;PM3,,11.0
2454,PLINE300,XP4_4,31499/01284,,Mazo Binaries w/ O3,2023-01-09 21:00:00,2023-01-10 09:00:00,pavel13,,LP1;PM1,,12.0
2455,PLINE300,XP4_4,31499/01284,,Mazo Binaries w/ O3,2023-01-10 21:30:00,2023-01-11 09:00:00,pavel13,,LP1;PM1,,11.5
2456,PLINE300,XP8,31499/01951,,CIP4 process studies,2023-01-24 09:30:00,2023-01-24 17:30:00,peter,,DCM4;LP4,,8.0
2457,PLINE300,XP8,31499/01951,,CIP5 and CIP6 processes,2023-01-26 09:30:00,2023-01-26 18:00:00,peter,,DCM4;LP4,,8.5
2463,PLINE300,XP8,39423/01225,,Mech particle check on DCM3,2023-01-26 10:30:00,2023-01-26 15:30:00,kimura50,,DCM3;LP1,,5.0
2464,PLINE300,YS250,31199/00979,,pellicle,2023-01-02 13:00:00,2023-01-03 00:00:00,bekaert,,,,11.0
2465,PLINE300,YS250,31199/00979,,pellicle,2023-01-03 11:00:00,2023-01-04 00:00:00,bekaert,,,,13.0
2466,PLINE300,YS250,31199/00979,,pellicle,2023-01-04 13:00:00,2023-01-05 03:00:00,bekaert,,,,14.0
2467,PLINE300,YS250,31199/00979,,pellicle,2023-01-05 08:30:00,2023-01-05 15:00:00,bekaert,,,,6.5
2468,PLINE300,YS250,31199/00979,,pellicle,2023-01-05 18:00:00,2023-01-06 00:00:00,bekaert,,,,6.0
2469,PLINE300,YS250,31199/00979,,pellicle,2023-01-06 09:00:00,2023-01-06 16:30:00,bekaert,,,,7.5
2470,PLINE300,YS250,31199/00979,,pellicle,2023-01-06 18:00:00,2023-01-07 01:00:00,bekaert,,,,7.0
2471,PLINE300,YS250,31199/00979,,pellicle,2023-01-11 17:00:00,2023-01-12 00:00:00,bekaert,,,,7.0
2472,PLINE300,YS250,31199/00979,,CNT pellicle,2023-01-12 11:00:00,2023-01-12 15:00:00,bekaert,,,,4.0
2473,PLINE300,YS250,31199/00979,,CNT pellicle,2023-01-12 18:00:00,2023-01-13 00:00:00,bekaert,,,,6.0
2474,PLINE300,YS250,31199/00979,,pellicle,2023-01-13 17:00:00,2023-01-14 00:00:00,bekaert,,,,7.0
2475,PLINE300,YS250,31199/00979,,pellicle,2023-01-17 11:00:00,2023-01-17 20:00:00,bekaert,,,,9.0
2476,PLINE300,YS250,31199/00979,,CNT pellicle,2023-01-21 08:00:00,2023-01-21 11:30:00,bekaert,,,,3.5
2477,PLINE300,YS250,31199/01057,,test,2023-01-20 10:00:00,2023-01-20 11:00:00,canga29,,,,1.0
2478,PLINE300,YS250,31199/01873,,low-n monitor,2023-01-21 14:00:00,2023-01-22 03:00:00,vlookl,,,,13.0
2479,PLINE300,YS250,31199/01877,,icam,2023-01-20 14:00:00,2023-01-20 18:00:00,vlookl,,,,4.0
2480,PLINE300,YS250,31199/31811,,SUBE0 measurement 5310 resist,2023-01-06 08:00:00,2023-01-06 09:00:00,sterckxg,,,,1.0
2482,PLINE300,YS375,31199/01570,,check files,2023-01-09 12:30:00,2023-01-09 13:00:00,truffert,,,,0.5
2483,PLINE300,YS375,31199/01570,,test,2023-01-10 11:00:00,2023-01-10 18:00:00,truffert,,,,7.0
2484,PLINE300,YS375,31199/01570,,tst,2023-01-11 09:00:00,2023-01-12 04:00:00,truffert,,,,19.0
2485,PLINE300,YS375,31199/01570,,tst,2023-01-12 09:30:00,2023-01-12 22:00:00,truffert,,,,12.5
2486,PLINE300,YS375,31199/01570,,tst,2023-01-13 15:00:00,2023-01-13 16:00:00,truffert,,,,1.0
2487,PLINE300,YS375,31199/01570,,tst,2023-01-13 21:00:00,2023-01-14 10:00:00,truffert,,,,13.0
2488,PLINE300,YS375,31199/01617,,bga spectra,2023-01-03 14:00:00,2023-01-03 16:00:00,canga29,,,,2.0
2489,PLINE300,YS375,31199/01617,,hmq,2023-01-13 09:30:00,2023-01-13 14:30:00,canga29,,,,5.0
2490,PLINE300,YS375,31199/01787,,measure,2023-01-16 16:30:00,2023-01-16 18:30:00,aubert85,,,,2.0
2491,PLINE300,YS375,31199/01787,,measure,2023-01-19 12:30:00,2023-01-20 00:00:00,aubert85,,,,11.5
2492,PLINE300,YS375,37999/38821,,meas,2023-01-05 15:30:00,2023-01-05 18:00:00,canga29,,,,2.5
2493,PLINE300,YS375,38199/02270,,hmq and measurement,2023-01-04 10:00:00,2023-01-04 14:00:00,canga29,,,,4.0
2494,PLINE300,YS375,38199/02270,,motogate,2023-01-06 13:30:00,2023-01-06 15:30:00,canga29,,,,2.0
2495,PLINE300,YS375,38199/02270,,d22,2023-01-16 12:00:00,2023-01-16 12:30:00,canga29,,,,0.5
2496,PLINE300,YS375,38199/02270,,lot,2023-01-18 10:00:00,2023-01-18 12:00:00,canga29,,,,2.0
2497,PLINE300,YS375,38199/02270,,run,2023-01-23 14:30:00,2023-01-23 17:00:00,canga29,,,,2.5
2498,PLINE300,ZETA,31199/00653,,PSI measu. analy. AE231258,2023-01-02 10:00:00,2023-01-02 15:00:00,tuncaa41,,,,5.0
2499,PLINE300,ZETA,36003/02120,,ZETA SAT KLA reservation,2023-01-05 10:00:00,2023-01-05 18:00:00,tuncaa41,,,,8.0
2500,PLINE300,ZETA,36003/02120,,ZETA SAT KLA measurements,2023-01-06 10:00:00,2023-01-06 18:00:00,tuncaa41,,,,8.0
2501,PLINE300,ZETA,36003/02120,,ZETA KLA SAT measurements,2023-01-09 09:00:00,2023-01-09 18:00:00,tuncaa41,,,,9.0
2502,PLINE300,ZETA,36003/02120,,KLA ZETA SAT measurements,2023-01-10 10:00:00,2023-01-10 18:00:00,tuncaa41,,,,8.0
2503,PLINE300,ZETA,36003/02120,,KLA ZETA SAT measurements,2023-01-11 10:00:00,2023-01-11 18:00:00,tuncaa41,,,,8.0
2504,PLINE300,ZETA,36003/02120,,KLA ZETA SAT measurements;KLA ZIR module SAT test,2023-01-12 09:00:00,2023-01-12 18:00:00,tuncaa41,,,,9.0
2505,PLINE300,ZETA,36003/02120,,SPC recipe setup,2023-01-13 09:00:00,2023-01-13 18:00:00,tuncaa41,,,,9.0
2506,PLINE300,ZETA,36003/02120,,KLARF user interface test by KLA,2023-01-20 09:00:00,2023-01-20 13:00:00,tuncaa41,,,,4.0
0,PLINE200,AP300,32299/00013,,LTC,2023-01-19 09:00:00,2023-01-19 10:30:00,uruena10,,,,1.5
1,PLINE300,TITAN,42199/00160,,200,2023-01-14 13:00:00,2023-01-14 17:00:00,carola29,,,,4.0
2,PLINE300,TITAN,42199/00160,,200,2023-01-15 10:00:00,2023-01-15 12:00:00,carola29,,,,2.0
3,PLINE300,SU8000,31699/00055,,pline werk,2023-01-14 04:00:00,2023-01-14 04:30:00,caluwaer,,,,0.5
4,PLINE300,HITACHI5000,31199/01680,,R,2023-01-24 18:00:00,2023-01-24 21:00:00,hillen84,,,,3.0
5,PLINE300,TR3400,31199/01514,,JSR,2023-01-21 19:00:00,2023-01-21 20:00:00,furuka28,,,,1.0
6,PLINE300,SC3400,31199/01514,,JSR,2023-01-21 19:00:00,2023-01-21 20:00:00,furuka28,,,,1.0
7,PLINE200,SAM300,38199/01132,,AL210794/10,2023-01-25 13:00:00,2023-01-25 14:00:00,chen70,,,,1.0
8,PLINE300,H5000_2,31199/31247,,Inpria,2023-01-17 14:00:00,2023-01-17 15:00:00,choudr12,,,,1.0
9,PLINE300,SC3400,31199/00653,,source calibration by ASML,2023-01-10 23:00:00,2023-01-11 00:00:00,versluij,,,,1.0
10,PLINE300,TEL_TACTRAS3,31199/01988,,coupon etching,2023-01-10 10:00:00,2023-01-10 12:00:00,paolil45,,LP1;PM6,,2.0
11,PLINE300,POLARKERR_2,38199/01593,,MOKE 20p50,2023-01-13 13:00:00,2023-01-13 17:30:00,talmel16,,,,4.5
24,PLINE300,SEZ304,36026/01221,,,2023-01-16 14:42:00,2023-01-16 15:16:00,,gocyla74,,0.5666666666666667,
25,PLINE300,ENDURA,32102/01048,,,2023-01-21 07:59:00,2023-01-21 11:32:00,,wellens,,3.55,
28,PLINE300,REFLEXION,38199/01907,,,2023-01-12 06:32:00,2023-01-12 07:55:00,,raymaek,,1.3833333333333333,
32,PLINE300,ENDURA_2,32299/01899,,,2023-01-13 08:18:00,2023-01-13 10:23:00,,wellens,,2.0833333333333335,
33,PLINE300,ENDURA_2,32299/00352,,,2023-01-19 07:27:00,2023-01-19 13:56:00,,wellens,,6.483333333333333,
34,PLINE300,ENDURA_2,32102/01048,,,2023-01-20 07:39:00,2023-01-20 10:43:00,,wellens,,3.066666666666667,
53,PLINE300,A412,39425/01224,,,2023-01-16 09:33:00,2023-01-16 09:33:00,,ceuppenj,,0.0,
58,PLINE200,AMAT_MEK,39424/01221,,,2023-01-25 07:07:00,2023-01-25 10:38:00,,leyssens,,3.5166666666666666,
62,PLINE200,ASM750,31199/01513,,,2023-01-18 15:28:00,2023-01-18 16:57:00,,krishn87,,1.4833333333333334,
67,PLINE200,ELECTRA_CU,39422/01221,,,2023-01-19 19:36:00,2023-01-19 20:04:00,,bangel19,,0.4666666666666667,
69,PLINE200,ENDURA1,39422/01223,,,2023-01-05 15:52:00,2023-01-05 21:00:00,,bangel19,,5.133333333333334,
79,PLINE200,NOVA200,97406/01185,,,2023-01-06 14:36:00,2023-01-06 15:45:00,,vais,,1.15,
102,PLINE200,300MM_DICER,31012/01506,,,2023-01-23 08:48:00,2023-01-23 11:53:00,,schoofs,,3.0833333333333335,
106,PLINE300,NOVA200_2,97406/01185,,,2023-01-03 19:25:00,2023-01-03 20:08:00,,aarts61,,0.7166666666666667,
115,PLINE300,NOVA200_2,97700/01345,,,2023-01-10 10:58:00,2023-01-10 11:22:00,,vais,,0.4,
119,PLINE300,NOVA200_2,39320/36502,,,2023-01-16 09:19:00,2023-01-16 10:18:00,,eswara57,,0.9833333333333333,
124,PLINE300,NOVA200_2,97401/01743,,,2023-01-23 15:49:00,2023-01-23 15:49:00,,willegem,,0.0,
127,PLINE300,SEMVISION,32299/00013,,,2023-01-03 11:27:00,2023-01-03 13:04:00,,dvriendt,,1.6166666666666667,
129,PLINE300,SEMVISION,39320/36502,,,2023-01-03 22:31:00,2023-01-03 23:23:00,,michal78,,0.8666666666666667,
130,PLINE300,SEMVISION,39320/36502,,,2023-01-03 23:23:00,2023-01-04 03:01:00,,michal78,,3.6333333333333333,
131,PLINE300,SEMVISION,39320/36502,,,2023-01-04 03:01:00,2023-01-04 03:30:00,,michal78,,0.48333333333333334,
134,PLINE300,SEMVISION,39320/36502,,,2023-01-04 22:19:00,2023-01-04 22:50:00,,michal78,,0.5166666666666667,
137,PLINE300,SEMVISION,39320/36502,,,2023-01-06 11:50:00,2023-01-06 12:14:00,,dutrow20,,0.4,
138,PLINE300,SEMVISION,39320/36502,,,2023-01-06 22:18:00,2023-01-07 00:28:00,,michal78,,2.1666666666666665,
142,PLINE300,SEMVISION,39320/36502,,,2023-01-08 19:27:00,2023-01-08 21:11:00,,derudd92,,1.7333333333333334,
143,PLINE300,SEMVISION,39320/36502,,,2023-01-08 22:42:00,2023-01-08 23:51:00,,derudd92,,1.15,
146,PLINE300,SEMVISION,39320/36502,,,2023-01-11 02:22:00,2023-01-11 02:42:00,,dutrow20,,0.3333333333333333,
150,PLINE300,SEMVISION,39320/36502,,,2023-01-11 20:30:00,2023-01-11 21:15:00,,michal78,,0.75,
151,PLINE300,SEMVISION,39320/36502,,,2023-01-11 21:16:00,2023-01-11 22:06:00,,michal78,,0.8333333333333334,
154,PLINE300,SEMVISION,43001/43193,,,2023-01-12 12:12:00,2023-01-12 13:44:00,,maes72,,1.5333333333333334,
156,PLINE300,SEMVISION,39320/36502,,,2023-01-13 00:40:00,2023-01-13 02:11:00,,decler36,,1.5166666666666666,
160,PLINE300,SEMVISION,39320/36502,,,2023-01-13 22:16:00,2023-01-14 02:19:00,,decler36,,4.05,
161,PLINE300,SEMVISION,39320/36502,,,2023-01-14 04:40:00,2023-01-14 05:09:00,,decler36,,0.48333333333333334,
163,PLINE300,SEMVISION,32299/01899,,,2023-01-14 15:04:00,2023-01-14 15:29:00,,konecn85,,0.4166666666666667,
165,PLINE300,SEMVISION,39320/36502,,,2023-01-16 20:00:00,2023-01-16 21:49:00,,decler36,,1.8166666666666667,
166,PLINE300,SEMVISION,39320/36502,,,2023-01-17 03:18:00,2023-01-17 05:01:00,,rutkow29,,1.7166666666666666,
169,PLINE300,SEMVISION,39320/36502,,,2023-01-17 19:40:00,2023-01-17 21:20:00,,decler36,,1.6666666666666667,
170,PLINE300,SEMVISION,39320/36502,,,2023-01-18 03:14:00,2023-01-18 05:52:00,,sainch77,,2.6333333333333333,
174,PLINE300,SEMVISION,39320/36502,,,2023-01-18 20:22:00,2023-01-18 21:45:00,,decler36,,1.3833333333333333,
175,PLINE300,SEMVISION,39320/36502,,,2023-01-18 23:38:00,2023-01-19 01:27:00,,rutkow29,,1.8166666666666667,
179,PLINE300,SEMVISION,39320/36502,,,2023-01-19 22:06:00,2023-01-20 00:42:00,,sainch77,,2.6,
182,PLINE300,SEMVISION,32299/00013,,,2023-01-20 11:30:00,2023-01-20 12:26:00,,dvriendt,,0.9333333333333333,
184,PLINE300,SEMVISION,39320/36502,,,2023-01-21 06:52:00,2023-01-21 08:07:00,,decler36,,1.25,
186,PLINE300,SEMVISION,39320/36502,,,2023-01-21 10:35:00,2023-01-21 12:01:00,,decler36,,1.4333333333333333,
187,PLINE300,SEMVISION,39320/36502,,,2023-01-22 06:48:00,2023-01-22 07:47:00,,decler36,,0.9833333333333333,
188,PLINE300,SEMVISION,37004/02248,,,2023-01-23 17:38:00,2023-01-23 18:08:00,,engelen,,0.5,
192,PLINE300,SEMVISION,39320/36502,,,2023-01-24 20:04:00,2023-01-24 21:43:00,,rutkow29,,1.65,
193,PLINE300,SEMVISION,39320/36502,,,2023-01-25 03:22:00,2023-01-25 04:09:00,,derudd92,,0.7833333333333333,
198,PLINE300,ENDURA_3,31499/01284,,,2023-01-05 13:58:00,2023-01-05 16:49:00,,dekkers,,2.85,
199,PLINE300,ENDURA_3,37037/01743,,,2023-01-11 10:18:00,2023-01-11 11:14:00,,wellens,,0.9333333333333333,
202,PLINE300,SU8000,39320/36502,,,2023-01-04 08:19:00,2023-01-04 09:23:00,,billin72,,1.0666666666666667,
204,PLINE300,SU8000,39320/36502,,,2023-01-04 23:53:00,2023-01-05 02:13:00,,michal78,,2.3333333333333335,
205,PLINE300,SU8000,39320/36502,,,2023-01-05 22:29:00,2023-01-06 02:07:00,,michal78,,3.6333333333333333,
209,PLINE300,SU8000,39320/36502,,,2023-01-11 10:34:00,2023-01-11 12:59:00,,sainch77,,2.4166666666666665,
210,PLINE300,SU8000,39320/36502,,,2023-01-11 19:41:00,2023-01-11 20:09:00,,billin72,,0.4666666666666667,
213,PLINE300,SU8000,98300/14175,,,2023-01-16 13:31:00,2023-01-16 14:19:00,,maes72,,0.8,
216,PLINE300,SU8000,39320/36502,,,2023-01-18 22:08:00,2023-01-19 01:44:00,,sainch77,,3.6,
218,PLINE300,SU8000,39320/36502,,,2023-01-20 00:43:00,2023-01-20 03:06:00,,sainch77,,2.3833333333333333,
221,PLINE300,SU8000,31699/00055,,,2023-01-22 03:43:00,2023-01-22 08:03:00,,caluwaer,,4.333333333333333,
222,PLINE300,SU8000,39320/36502,,,2023-01-23 20:07:00,2023-01-23 21:20:00,,billin72,,1.2166666666666666,
223,PLINE300,SU8000,39320/36502,,,2023-01-25 10:11:00,2023-01-25 11:46:00,,michal78,,1.5833333333333333,
247,PLINE200,DEBOND_CLEANER,36671/01224,,,2023-01-25 09:10:00,2023-01-25 12:09:00,,han41,,2.9833333333333334,
248,PLINE200,MIRRA_3,36999/36999,,,2023-01-15 09:08:00,2023-01-15 15:39:00,,hillaert,,6.516666666666667,
260,PLINE300,LAM_E5,31299/01904,,,2023-01-12 13:20:00,2023-01-12 14:13:00,,elotel43,,0.8833333333333333,
282,PLINE300,TR3300,31199/30092,,,2023-01-20 21:05:00,2023-01-20 22:07:00,,oguma46,,1.0333333333333334,
309,PLINE200,TEMP_BONDER,98500/01852,,,2023-01-11 22:57:00,2023-01-11 23:23:00,,langenus,,0.43333333333333335,
310,PLINE200,TEMP_BONDER,98500/01852,,,2023-01-11 23:23:00,2023-01-12 01:05:00,,langenus,,1.7,
314,PLINE200,TEMP_BONDER,32299/00716,,,2023-01-24 11:35:00,2023-01-24 16:57:00,,guerrera,,5.366666666666666,
333,PLINE300,CIRCL,32299/00013,,,2023-01-25 09:32:00,2023-01-25 11:34:00,,reniersd,,2.033333333333333,
342,PLINE300,TITAN,42199/00160,,,2023-01-19 00:37:00,2023-01-19 03:56:00,,impagn97,,3.316666666666667,
343,PLINE300,TITAN,42199/00160,,,2023-01-20 00:39:00,2023-01-20 04:03:00,,impagn97,,3.4,
344,PLINE300,TITAN,42199/00160,,,2023-01-20 22:50:00,2023-01-21 00:03:00,,impagn97,,1.2166666666666666,
346,PLINE300,HELIOS450,42199/00160,,,2023-01-02 10:05:00,2023-01-02 14:07:00,,nelisl,,4.033333333333333,
348,PLINE300,NOVA600,98300/14175,,,2023-01-23 13:35:00,2023-01-23 15:42:00,,maes72,,2.1166666666666667,
355,PLINE300,HELIOS1200,39320/36502,,,2023-01-03 15:51:00,2023-01-03 17:38:00,,vrebos45,,1.7833333333333334,
356,PLINE300,HELIOS1200,39320/36502,,,2023-01-03 18:57:00,2023-01-03 21:22:00,,derudd92,,2.4166666666666665,
357,PLINE300,HELIOS1200,97700/01368,,,2023-01-03 22:08:00,2023-01-04 01:37:00,,konecn85,,3.4833333333333334,
358,PLINE300,HELIOS1200,39320/36502,,,2023-01-04 02:07:00,2023-01-04 06:00:00,,vdstaey,,3.8833333333333333,
359,PLINE300,HELIOS1200,39320/36502,,,2023-01-04 06:19:00,2023-01-04 07:53:00,,sterke41,,1.5666666666666667,
361,PLINE300,HELIOS1200,39320/36502,,,2023-01-04 14:14:00,2023-01-04 18:05:00,,derudd92,,3.85,
362,PLINE300,HELIOS1200,39320/36502,,,2023-01-05 06:19:00,2023-01-05 07:55:00,,sterke41,,1.6,
364,PLINE300,HELIOS1200,39320/36502,,,2023-01-05 12:48:00,2023-01-05 13:36:00,,sterke41,,0.8,
365,PLINE300,HELIOS1200,39320/36502,,,2023-01-05 18:58:00,2023-01-05 21:38:00,,sainch77,,2.6666666666666665,
368,PLINE300,HELIOS1200,39320/36502,,,2023-01-06 10:22:00,2023-01-06 13:44:00,,decler36,,3.3666666666666667,
370,PLINE300,HELIOS1200,39320/36502,,,2023-01-06 19:09:00,2023-01-06 21:37:00,,sainch77,,2.466666666666667,
371,PLINE300,HELIOS1200,38199/37834,,,2023-01-06 22:11:00,2023-01-07 06:10:00,,konecn85,,7.983333333333333,
372,PLINE300,HELIOS1200,39320/36502,,,2023-01-07 06:40:00,2023-01-07 09:41:00,,vrebos45,,3.0166666666666666,
374,PLINE300,HELIOS1200,39320/36502,,,2023-01-07 18:51:00,2023-01-07 23:50:00,,derudd92,,4.983333333333333,
376,PLINE300,HELIOS1200,39320/36502,,,2023-01-08 07:43:00,2023-01-08 10:45:00,,vrebos45,,3.033333333333333,
377,PLINE300,HELIOS1200,39320/36502,,,2023-01-08 11:32:00,2023-01-08 15:18:00,,vrebos45,,3.7666666666666666,
378,PLINE300,HELIOS1200,39320/36502,,,2023-01-08 15:59:00,2023-01-08 17:58:00,,vrebos45,,1.9833333333333334,
379,PLINE300,HELIOS1200,39320/36502,,,2023-01-08 18:54:00,2023-01-08 23:51:00,,derudd92,,4.95,
380,PLINE300,HELIOS1200,39320/36502,,,2023-01-09 06:38:00,2023-01-09 09:55:00,,sainch77,,3.283333333333333,
382,PLINE300,HELIOS1200,39320/36502,,,2023-01-09 12:20:00,2023-01-09 13:53:00,,rutkow29,,1.55,
383,PLINE300,HELIOS1200,39320/36502,,,2023-01-09 22:22:00,2023-01-10 00:52:00,,sterke41,,2.5,
384,PLINE300,HELIOS1200,39320/36502,,,2023-01-10 01:51:00,2023-01-10 05:42:00,,dutrow20,,3.85,
385,PLINE300,HELIOS1200,39320/36502,,,2023-01-10 06:26:00,2023-01-10 09:20:00,,sainch77,,2.9,
387,PLINE300,HELIOS1200,37092/02172,,,2023-01-10 12:03:00,2023-01-10 12:49:00,,peeter11,,0.7666666666666667,
388,PLINE300,HELIOS1200,39320/36502,,,2023-01-10 19:18:00,2023-01-10 21:52:00,,michal78,,2.566666666666667,
389,PLINE300,HELIOS1200,39320/36502,,,2023-01-10 22:00:00,2023-01-10 22:31:00,,decler36,,0.5166666666666667,
