,FACILITY,Tool,WBS,Cluster,Fab300_Begin,IIO_Begin,Fab300_End,IIO_End,Cnt,Fab300_Duration,IIO_Duration,Description,IIO_User_id,Fab300_User_id,Modules,Begin,End
304,PLINE300,H6300_2,31199/01995,0,2022-10-05 09:02:05,2022-10-05 09:00:00,2022-10-05 10:55:01,2022-10-05 11:00:00,1,1.8822222222222222,2.0,Tool-to-tool offset measurements,newman74,newman74,,2022-10-05 09:00:00,2022-10-05 11:00:00
305,PLINE300,H6300_2,31199/01995,1,2022-10-14 09:59:53,2022-10-14 10:00:00,2022-10-14 10:55:56,2022-10-14 11:00:00,1,0.9341666666666667,1.0,Tool-to-tool offset,newman74,newman74,,2022-10-14 09:59:53,2022-10-14 11:00:00
306,PLINE300,H6300_2,31199/01995,2,2022-10-28 08:59:10,2022-10-28 09:00:00,2022-10-28 10:52:11,2022-10-28 10:00:00,1,1.8836111111111111,1.0,Tool-to-tool offset,newman74,newman74,,2022-10-28 08:59:10,2022-10-28 10:52:11
307,PLINE300,HELIOS1200,31699/00055,0,2022-10-28 05:42:50,2022-10-28 06:00:00,2022-10-28 06:55:45,2022-10-28 08:00:00,1,1.2152777777777777,2.0,test,caluwaer,caluwaer,,2022-10-28 05:42:50,2022-10-28 08:00:00
308,PLINE300,HELIOS1200,32299/00013,0,2022-10-01 09:59:33,2022-10-01 10:00:00,2022-10-01 12:50:26,2022-10-01 12:00:00,1,2.8480555555555553,2.0,sem,beirnaer,beirnaer,,2022-10-01 09:59:33,2022-10-01 12:50:26
309,PLINE300,HELIOS1200,32299/00013,1,2022-10-17 12:03:22,2022-10-17 12:00:00,2022-10-17 13:35:29,2022-10-17 14:00:00,1,1.5352777777777777,2.0,sem,beirnaer,beirnaer,,2022-10-17 12:00:00,2022-10-17 14:00:00
310,PLINE300,HELIOS1200,37092/02172,0,2022-10-04 10:32:04,2022-10-04 10:00:00,2022-10-04 12:01:47,2022-10-04 12:00:00,1,1.4952777777777777,2.0,i,vrancken,vrancken,,2022-10-04 10:00:00,2022-10-04 12:01:47
311,PLINE300,HELIOS1200,37092/02172,1,2022-10-07 08:10:27,2022-10-07 08:00:00,2022-10-07 09:55:16,2022-10-07 10:00:00,1,1.7469444444444444,2.0,i,vrancken,vrancken,,2022-10-07 08:00:00,2022-10-07 10:00:00
312,PLINE300,HELIOS1200,37092/02172,2,2022-10-09 08:08:20,2022-10-09 08:00:00,2022-10-09 09:52:14,2022-10-09 10:00:00,1,1.7316666666666667,2.0,i,dangol,dangol,,2022-10-09 08:00:00,2022-10-09 10:00:00
313,PLINE300,HELIOS1200,37092/02172,3,2022-10-14 08:15:51,2022-10-14 08:00:00,2022-10-14 10:18:06,2022-10-14 10:00:00,1,2.0375,2.0,i,vrancken,vrancken,,2022-10-14 08:00:00,2022-10-14 10:18:06
314,PLINE300,HELIOS1200,37092/02172,4,2022-10-16 08:03:01,2022-10-16 08:00:00,2022-10-16 10:35:08,2022-10-16 10:00:00,1,2.535277777777778,2.0,PASINP Q,demoniei,demoniei,,2022-10-16 08:00:00,2022-10-16 10:35:08
315,PLINE300,HELIOS1200,37092/02172,5,2022-10-17 10:07:13,2022-10-17 10:00:00,2022-10-17 11:59:52,2022-10-17 12:00:00,1,1.8775,2.0,i,vrancken,vrancken,,2022-10-17 10:00:00,2022-10-17 12:00:00
316,PLINE300,HELIOS1200,37092/02172,6,2022-10-18 10:05:20,2022-10-18 10:00:00,2022-10-18 12:40:07,2022-10-18 12:00:00,1,2.5797222222222222,2.0,i,iraci88,iraci88,,2022-10-18 10:00:00,2022-10-18 12:40:07
317,PLINE300,HELIOS1200,37092/02172,7,2022-10-21 08:11:40,2022-10-21 08:00:00,2022-10-21 09:43:33,2022-10-21 10:00:00,1,1.531388888888889,2.0,i,brus,iraci88,,2022-10-21 08:00:00,2022-10-21 10:00:00
318,PLINE300,HELIOS1200,37092/02172,8,2022-10-24 10:17:59,2022-10-24 10:00:00,2022-10-24 11:49:16,2022-10-24 12:00:00,1,1.521388888888889,2.0,i,iraci88,iraci88,,2022-10-24 10:00:00,2022-10-24 12:00:00
319,PLINE300,HELIOS1200,37092/02172,9,2022-10-25 10:00:59,2022-10-25 10:00:00,2022-10-25 11:41:26,2022-10-25 12:00:00,1,1.6741666666666666,2.0,integratie,hawrij19,hawrij19,,2022-10-25 10:00:00,2022-10-25 12:00:00
320,PLINE300,HELIOS1200,37092/02172,10,2022-10-27 05:54:58,2022-10-27 06:00:00,2022-10-27 09:43:10,2022-10-27 09:30:00,2,3.332777777777778,7.0,i,caluwaer;iraci88,caluwaer;iraci88,,2022-10-27 05:54:58,2022-10-27 09:43:10
321,PLINE300,HELIOS1200,37092/02172,12,2022-10-28 08:08:51,2022-10-28 08:00:00,2022-10-28 10:09:18,2022-10-28 10:00:00,1,2.0075,2.0,i,brus,brus,,2022-10-28 08:00:00,2022-10-28 10:09:18
322,PLINE300,HELIOS1200,37092/02172,13,2022-10-28 14:01:28,2022-10-28 14:00:00,2022-10-28 16:05:53,2022-10-28 16:00:00,1,2.073611111111111,2.0,i,dangol,dangol,,2022-10-28 14:00:00,2022-10-28 16:05:53
323,PLINE300,HELIOS1200,38199/00881,0,2022-10-14 14:06:16,2022-10-14 14:00:00,2022-10-14 14:57:30,2022-10-14 15:00:00,1,0.8538888888888889,1.0,inspect,dangol,dangol,,2022-10-14 14:00:00,2022-10-14 15:00:00
324,PLINE300,HELIOS1200,38199/00881,1,2022-11-02 09:22:56,2022-11-02 09:00:00,2022-11-02 10:05:58,2022-11-02 10:00:00,1,0.7172222222222222,1.0,Inspection,dangol,dangol,,2022-11-02 09:00:00,2022-11-02 10:05:58
325,PLINE300,HELIOS1200,38199/01490,0,2022-11-03 07:58:15,2022-11-03 08:00:00,2022-11-03 09:50:38,2022-11-03 10:00:00,1,1.8730555555555555,2.0,Inspection,stiersj,beirnaer,,2022-11-03 07:58:15,2022-11-03 10:00:00
327,PLINE300,HELIOS1200,98850/02081,0,2022-10-15 09:48:57,2022-10-15 10:00:00,2022-10-15 11:25:08,2022-10-15 12:00:00,1,1.6030555555555555,2.0,i,redants,redants,,2022-10-15 09:48:57,2022-10-15 12:00:00
328,PLINE300,HELIOS1200_2,32299/00013,0,2022-10-05 14:06:22,2022-10-05 14:00:00,2022-10-05 16:03:00,2022-10-05 16:00:00,1,1.943888888888889,2.0,sem,beirnaer,dvriendt,,2022-10-05 14:00:00,2022-10-05 16:03:00
329,PLINE300,HELIOS1200_2,37092/02172,0,2022-10-29 14:11:39,2022-10-29 14:00:00,2022-10-29 15:04:11,2022-10-29 16:00:00,1,0.8755555555555555,2.0,i,hawrij19,hawrij19,,2022-10-29 14:00:00,2022-10-29 16:00:00
330,PLINE300,HELIOS450,42199/00160,0,2022-10-03 15:22:00,2022-10-03 10:00:00,2022-10-03 17:29:15,2022-10-03 16:00:00,1,2.120833333333333,6.0,FIB;cross section,impagn97;carola29,carola29,,2022-10-03 10:00:00,2022-10-03 17:29:15
331,PLINE300,HELIOS450,42199/00160,1,2022-10-04 14:14:16,2022-10-04 10:00:00,2022-10-04 14:58:10,2022-10-04 17:30:00,1,0.7316666666666667,7.5,FIB;cross section;TEM prep,impagn97;carola29;drijboom,carola29,,2022-10-04 10:00:00,2022-10-04 17:30:00
332,PLINE300,HELIOS450,42199/00160,2,2022-10-05 14:15:57,2022-10-05 08:00:00,2022-10-05 18:45:22,2022-10-05 18:00:00,1,4.490277777777778,10.0,FIB;cross section,impagn97;carola29,carola29,,2022-10-05 08:00:00,2022-10-05 18:45:22
333,PLINE300,HELIOS450,42199/00160,3,2022-10-11 15:15:41,2022-10-11 06:00:00,2022-10-11 19:44:52,2022-10-11 22:00:00,1,4.4863888888888885,16.0,TEMprep;tem sample prep;FIB,nelisl;agati92;impagn97,impagn97,,2022-10-11 06:00:00,2022-10-11 22:00:00
334,PLINE300,HELIOS450,42199/00160,4,2022-10-20 17:27:03,2022-10-20 16:00:00,2022-10-20 19:40:06,2022-10-20 21:00:00,1,2.2175,5.0,FIB,impagn97,impagn97,,2022-10-20 16:00:00,2022-10-20 21:00:00
335,PLINE300,HELIOS_G5,42199/00160,0,2022-10-07 14:46:52,2022-10-07 15:30:00,2022-10-07 19:14:37,2022-10-07 19:30:00,1,4.4625,4.0,tem prep,han27,carola29,,2022-10-07 14:46:52,2022-10-07 19:30:00
338,PLINE300,HELIOS_G5,42199/00160,6,2022-10-22 07:57:22,2022-10-22 08:00:00,2022-10-22 11:48:35,2022-10-22 10:00:00,1,3.8536111111111113,2.0,cross section,carola29,carola29,,2022-10-22 07:57:22,2022-10-22 11:48:35
339,PLINE300,HELIOS_G5,42199/00160,7,2022-10-23 07:47:58,2022-10-23 08:00:00,2022-10-23 08:20:25,2022-10-23 09:30:00,1,0.5408333333333334,1.5,cross section,carola29,carola29,,2022-10-23 07:47:58,2022-10-23 09:30:00
340,PLINE300,HELIOS_G5,42199/00160,8,2022-10-24 12:21:57,2022-10-24 10:00:00,2022-10-24 17:26:37,2022-10-24 17:30:00,1,5.0777777777777775,7.5,tem prep,drijboom,drijboom,,2022-10-24 10:00:00,2022-10-24 17:30:00
341,PLINE300,HELIOS_G5,42199/00160,9,2022-10-27 10:14:19,2022-10-27 09:30:00,2022-10-28 09:47:15,2022-10-27 18:00:00,1,23.54888888888889,8.5,fib;ECCI with TFS,drijboom;han27,drijboom,,2022-10-27 09:30:00,2022-10-28 09:47:15
342,PLINE300,HITACHI4000,31199/01876,0,2022-10-12 10:04:11,2022-10-12 09:30:00,2022-10-12 13:01:59,2022-10-12 12:00:00,1,2.9633333333333334,2.5,cdmeas,kovale23,kovale23,,2022-10-12 09:30:00,2022-10-12 13:01:59
343,PLINE300,HITACHI5000,30990/32063,0,2022-11-04 11:32:55,2022-11-04 11:30:00,2022-11-04 13:53:49,2022-11-04 14:00:00,1,2.348333333333333,2.5,CDSEM on LS,sun57,sun57,,2022-11-04 11:30:00,2022-11-04 14:00:00
344,PLINE300,HITACHI5000,31199/00653,0,2022-10-19 10:03:11,2022-10-19 10:00:00,2022-10-19 11:02:09,2022-10-19 11:30:00,1,0.9827777777777778,1.5,training,vanroey,logana15,,2022-10-19 10:00:00,2022-10-19 11:30:00
346,PLINE300,HITACHI5000,31199/01920,0,2022-11-10 06:59:22,2022-11-10 07:00:00,2022-11-10 09:06:31,2022-11-10 10:00:00,1,2.1191666666666666,3.0,pwec,baudem,baudem,,2022-11-10 06:59:22,2022-11-10 10:00:00
347,PLINE300,HITACHI5000,31199/30079,0,2022-10-02 10:56:56,2022-10-02 11:00:00,2022-10-02 14:23:08,2022-10-02 13:00:00,1,3.4366666666666665,2.0,test,le27,le27,,2022-10-02 10:56:56,2022-10-02 14:23:08
348,PLINE300,HITACHI5000,31199/31811,0,2022-10-17 13:01:56,2022-10-17 13:00:00,2022-10-17 13:29:04,2022-10-17 14:00:00,1,0.45222222222222225,1.0,NXE monitor,aubert85,sterckxg,,2022-10-17 13:00:00,2022-10-17 14:00:00
349,PLINE300,HITACHI9380,31199/01617,0,2022-10-21 14:43:26,2022-10-21 13:00:00,2022-10-21 14:43:39,2022-10-21 15:00:00,1,0.003611111111111111,2.0,coupon,kam,kam,,2022-10-21 13:00:00,2022-10-21 15:00:00
350,PLINE300,HRP340,31399/01709,0,2022-10-04 15:21:33,2022-10-04 15:00:00,2022-10-04 16:25:43,2022-10-04 16:00:00,1,1.0694444444444444,1.0,rdl en cmp,delandem,delandem,,2022-10-04 15:00:00,2022-10-04 16:25:43
351,PLINE300,HRP340_2,36003/36503,0,2022-10-31 09:01:22,2022-10-31 09:00:00,2022-10-31 10:00:56,2022-10-31 10:00:00,1,0.9927777777777778,1.0,devinp,stiersk,stiersk,,2022-10-31 09:00:00,2022-10-31 10:00:56
353,PLINE300,INS300,32299/00013,0,2022-10-11 10:04:13,2022-10-11 10:00:00,2022-10-11 10:24:55,2022-10-11 10:30:00,1,0.345,0.5,uscope,beirnaer,beirnaer,,2022-10-11 10:00:00,2022-10-11 10:30:00
354,PLINE300,INS300,98601/31507,0,2022-11-07 10:22:33,2022-11-07 10:00:00,2022-11-07 11:11:33,2022-11-07 10:30:00,1,0.8166666666666667,0.5,Insp,engelen,engelen,,2022-11-07 10:00:00,2022-11-07 11:11:33
355,PLINE300,INS3300,00999/00505,0,2022-10-31 06:42:14,2022-10-31 07:00:00,2022-10-31 07:36:27,2022-10-31 09:30:00,1,0.9036111111111111,2.5,Important lot,redants,redants,,2022-10-31 06:42:14,2022-10-31 09:30:00
356,PLINE300,INTREPID_2,30990/01658,0,2022-10-20 10:13:26,2022-10-20 10:00:00,2022-10-20 11:06:16,2022-10-20 11:30:00,1,0.8805555555555555,1.5,Manual processing,kim11,kim11,LP1;PM3;PM1,2022-10-20 10:00:00,2022-10-20 11:30:00
357,PLINE300,INTREPID_2,30990/01658,1,2022-10-26 09:26:26,2022-10-26 10:00:00,2022-10-26 11:28:13,2022-10-26 12:00:00,1,2.0297222222222224,2.0,Manual processing (full wafer),kim11,kim11,LP1;PM3;PM1,2022-10-26 09:26:26,2022-10-26 12:00:00
358,PLINE300,JVX7300M,30990/01658,0,2022-10-28 13:04:22,2022-10-28 13:00:00,2022-10-28 15:06:39,2022-10-28 15:00:00,1,2.0380555555555557,2.0,Si(001),khazak83,kim11,,2022-10-28 13:00:00,2022-10-28 15:06:39
360,PLINE300,JVX7300M,36003/01224,0,2022-10-12 10:50:30,2022-10-12 10:30:00,2022-10-12 11:27:09,2022-10-12 11:30:00,1,0.6108333333333333,1.0,check recipe set-up,tielens,tielens,,2022-10-12 10:30:00,2022-10-12 11:30:00
361,PLINE300,JVX7300M,36003/01225,0,2022-11-09 10:27:34,2022-11-09 10:00:00,2022-11-09 10:47:14,2022-11-09 11:00:00,1,0.3277777777777778,1.0, p-line process - extra time,tielens,tielens,,2022-11-09 10:00:00,2022-11-09 11:00:00
362,PLINE300,JVX7300M,97700/01368,0,2022-10-04 10:07:01,2022-10-04 11:00:00,2022-10-04 13:01:40,2022-10-04 13:00:00,1,2.910833333333333,2.0,check PR on D18,ymols,ymols,,2022-10-04 10:07:01,2022-10-04 13:01:40
363,PLINE300,JVX7300M,98600/01847,0,2022-10-11 10:06:32,2022-10-11 10:00:00,2022-10-11 12:12:37,2022-10-11 14:00:00,1,2.1013888888888888,4.0,"xrd, rsm - spc chamber down",pena,pena,,2022-10-11 10:00:00,2022-10-11 14:00:00
364,PLINE300,JVX7300M,98600/01847,1,2022-10-13 11:38:26,2022-10-13 11:30:00,2022-10-13 13:37:58,2022-10-13 14:30:00,1,1.9922222222222221,3.0,rsm test,pena,pena,,2022-10-13 11:30:00,2022-10-13 14:30:00
365,PLINE300,JVX7300M,98600/01847,2,2022-10-14 12:18:43,2022-10-14 12:30:00,2022-10-14 14:28:47,2022-10-14 15:00:00,1,2.167777777777778,2.5,"xrd test;rsm;xrd, xrr, rsm",pena,pena,,2022-10-14 12:18:43,2022-10-14 15:00:00
366,PLINE300,JVX7300M,98600/01847,3,2022-11-03 14:18:13,2022-11-03 14:30:00,2022-11-03 14:33:39,2022-11-03 15:00:00,1,0.25722222222222224,0.5,test spc,pena,pena,,2022-11-03 14:18:13,2022-11-03 15:00:00
367,PLINE300,JVX7300M,98600/01847,4,2022-11-07 14:11:45,2022-11-07 14:00:00,2022-11-07 15:11:40,2022-11-07 15:00:00,1,0.9986111111111111,1.0,spc test,pena,pena,,2022-11-07 14:00:00,2022-11-07 15:11:40
368,PLINE300,KLA2925,31199/00653,0,2022-10-27 09:32:38,2022-10-27 09:30:00,2022-10-27 11:38:36,2022-10-27 11:00:00,1,2.0994444444444444,1.5,training,beggia74,beggia74,,2022-10-27 09:30:00,2022-10-27 11:38:36
369,PLINE300,KLA2925,31199/01988,0,2022-11-03 13:25:28,2022-11-03 13:00:00,2022-11-03 14:47:09,2022-11-03 15:00:00,1,1.361388888888889,2.0,inspect,chowri97,chowri97,,2022-11-03 13:00:00,2022-11-03 15:00:00
370,PLINE300,KLA2925,31199/01988,1,2022-11-09 11:01:24,2022-11-09 11:00:00,2022-11-09 15:04:35,2022-11-09 16:00:00,2,8.106111111111112,3.0,meas;recipe,chowri97,chowri97,,2022-11-09 11:00:00,2022-11-09 16:00:00
371,PLINE300,KLA2925,31199/31247,0,2022-10-05 22:25:22,2022-10-05 16:00:00,2022-10-06 01:03:49,2022-10-06 00:00:00,1,2.640833333333333,8.0,INPRIA,doise23,irutha45,,2022-10-05 16:00:00,2022-10-06 01:03:49
372,PLINE300,KLA2925,31199/31247,1,2022-10-06 14:15:03,2022-10-06 13:00:00,2022-10-06 15:34:44,2022-10-06 18:00:00,1,1.3280555555555555,5.0,inpria;i,giorda12;doise23,schrauw,,2022-10-06 13:00:00,2022-10-06 18:00:00
373,PLINE300,KLA2925,36003/36503,0,2022-10-04 08:29:14,2022-10-04 08:30:00,2022-10-04 10:32:35,2022-10-04 10:30:00,1,2.055833333333333,2.0,devinp,stiersk,stiersk,,2022-10-04 08:29:14,2022-10-04 10:32:35
374,PLINE300,KLA2925,36003/36503,1,2022-10-06 08:36:49,2022-10-06 08:30:00,2022-10-06 10:00:00,2022-10-06 10:00:00,1,1.386388888888889,1.5,devinp,stiersk,stiersk,,2022-10-06 08:30:00,2022-10-06 10:00:00
375,PLINE300,LAM_E5,31199/01680,0,2022-10-20 12:00:29,2022-10-20 12:00:00,2022-10-20 12:15:19,2022-10-20 12:30:00,1,0.24722222222222223,0.5,D_Use,her70,her70,PM4;LP3,2022-10-20 12:00:00,2022-10-20 12:30:00
376,PLINE300,LAM_E5,31299/02062,0,2022-10-11 17:00:41,2022-10-11 15:30:00,2022-10-11 18:58:01,2022-10-11 17:30:00,1,1.9555555555555555,2.0,coupon etching,fathze21,fathze21,PM3;LP3,2022-10-11 15:30:00,2022-10-11 18:58:01
377,PLINE300,LAM_E5,31299/02062,1,2022-10-27 16:01:34,2022-10-27 16:00:00,2022-10-27 17:47:56,2022-10-27 17:30:00,1,1.7727777777777778,1.5,coupon etching,fathze21,fathze21,PM3;LP3,2022-10-27 16:00:00,2022-10-27 17:47:56
378,PLINE300,LAM_E5,31299/31818,0,2022-10-17 14:32:33,2022-10-17 15:30:00,2022-10-17 15:32:44,2022-10-17 16:30:00,1,1.0030555555555556,1.0,coupons,vallat65,vallat65,PM4,2022-10-17 14:32:33,2022-10-17 16:30:00
379,PLINE300,LAM_E5,31299/31818,1,2022-10-24 14:31:06,2022-10-24 14:30:00,2022-10-24 16:57:48,2022-10-24 15:30:00,1,2.445,1.0,coupons,vallat65,vallat65,PM4,2022-10-24 14:30:00,2022-10-24 16:57:48
380,PLINE300,LAM_E5,32299/00588,0,2022-10-20 09:17:58,2022-10-20 09:00:00,2022-10-20 09:41:08,2022-10-20 10:00:00,1,0.3861111111111111,1.0,SAW with EPD,monter30,monter30,LP2;PM4,2022-10-20 09:00:00,2022-10-20 10:00:00
381,PLINE300,LAM_E5,32299/00588,1,2022-11-02 15:38:56,2022-11-02 15:30:00,2022-11-02 15:58:08,2022-11-02 16:30:00,1,0.32,1.0,SAW BSPDN2,monter30,monter30,LP2;PM4,2022-11-02 15:30:00,2022-11-02 16:30:00
382,PLINE300,LAM_E5,38199/01792,0,2022-10-13 15:51:38,2022-10-13 16:00:00,2022-10-13 16:02:01,2022-10-13 17:00:00,1,0.17305555555555555,1.0,Recipe development,katcko10,katcko10,PM5;LP3,2022-10-13 15:51:38,2022-10-13 17:00:00
383,PLINE300,LAM_E5,38199/01792,1,2022-10-26 14:49:22,2022-10-26 14:30:00,2022-10-26 14:49:42,2022-10-26 15:30:00,1,0.005555555555555556,1.0,Recipe dev,katcko10,katcko10,PM5;LP3,2022-10-26 14:30:00,2022-10-26 15:30:00
384,PLINE300,LAM_E5,38199/37834,0,2022-10-26 10:10:40,2022-10-26 10:00:00,2022-10-26 12:14:17,2022-10-26 13:00:00,1,2.060277777777778,3.0,blanket ER,dupuy21,dupuy21,LP2;PM5,2022-10-26 10:00:00,2022-10-26 13:00:00
387,PLINE300,LAM_E5,98601/01062,1,2022-10-20 10:00:20,2022-10-20 10:00:00,2022-10-20 10:30:22,2022-10-20 10:30:00,1,0.5005555555555555,0.5,use,ledain47,raymae79,LP2;PM4,2022-10-20 10:00:00,2022-10-20 10:30:22
388,PLINE300,LAM_E5_2,31199/01918,0,2022-10-13 11:51:09,2022-10-13 12:00:00,2022-10-13 12:17:15,2022-10-13 12:30:00,1,0.435,0.5,Bake only,huang72,huang72,LP2;PM2,2022-10-13 11:51:09,2022-10-13 12:30:00
389,PLINE300,LAM_E5_2,31199/01918,1,2022-10-28 16:30:55,2022-10-28 16:30:00,2022-10-28 17:23:54,2022-10-28 17:30:00,1,0.8830555555555556,1.0,test recipe,kam,kam,PM2;LP3,2022-10-28 16:30:00,2022-10-28 17:30:00
390,PLINE300,LAM_E5_2,31199/02220,0,2022-10-04 11:51:23,2022-10-04 12:00:00,2022-10-04 14:53:15,2022-10-04 15:00:00,2,3.0255555555555556,6.0,queue time study;Queue time study,jambal44,jambal44,LP1;PM2,2022-10-04 11:51:23,2022-10-04 15:00:00
391,PLINE300,LAM_E5_2,31199/02220,2,2022-10-04 23:25:58,2022-10-04 23:30:00,2022-10-05 00:37:47,2022-10-05 01:00:00,1,1.1969444444444444,1.5,queue time study,jambal44,jambal44,LP1;PM2,2022-10-04 23:25:58,2022-10-05 01:00:00
392,PLINE300,LAM_E5_2,31199/02220,3,2022-10-05 11:52:57,2022-10-05 12:00:00,2022-10-05 12:35:49,2022-10-05 13:00:00,1,0.7144444444444444,1.0,queue time study,jambal44,jambal44,LP1;PM2,2022-10-05 11:52:57,2022-10-05 13:00:00
393,PLINE300,LAM_E5_2,31199/02220,4,2022-10-06 11:56:04,2022-10-06 12:00:00,2022-10-06 12:35:55,2022-10-06 13:00:00,1,0.6641666666666667,1.0,queue time study,jambal44,jambal44,LP1;PM2,2022-10-06 11:56:04,2022-10-06 13:00:00
394,PLINE300,LAM_E5_2,31199/02220,5,2022-10-12 09:28:09,2022-10-12 09:30:00,2022-10-12 10:31:44,2022-10-12 11:00:00,1,1.0597222222222222,1.5,MWS,jambal44,jehoul60,LP1;PM2,2022-10-12 09:28:09,2022-10-12 11:00:00
395,PLINE300,LAM_E5_2,31199/02220,6,2022-10-14 09:27:22,2022-10-14 09:30:00,2022-10-14 11:45:46,2022-10-14 11:30:00,1,2.3066666666666666,2.0,MWS,jambal44,jehoul60,LP1;PM2,2022-10-14 09:27:22,2022-10-14 11:45:46
396,PLINE300,LAM_E5_2,32399/00879,0,2022-10-04 09:34:03,2022-10-04 09:30:00,2022-10-04 11:00:37,2022-10-04 11:00:00,1,1.4427777777777777,1.5,WS2 overexposure tests;H2 FG plasma overetch tests,wyndae43,wyndae43,LP1;LP2;PM2;LP3,2022-10-04 09:30:00,2022-10-04 11:00:37
397,PLINE300,LAM_E5_2,32399/00879,1,2022-10-26 16:31:12,2022-10-26 16:30:00,2022-10-26 17:39:41,2022-10-26 17:30:00,1,1.1413888888888888,1.0,Cleaning Transferred MoS2,wyndae43,wyndae43,LP1;LP2;PM2;LP3,2022-10-26 16:30:00,2022-10-26 17:39:41
398,PLINE300,LAM_E5_2,32399/32869,0,2022-10-11 11:19:44,2022-10-11 10:30:00,2022-10-11 12:34:57,2022-10-11 13:00:00,1,1.253611111111111,2.5,cool down + strip,marneffe,marneffe,LP2;PM2,2022-10-11 10:30:00,2022-10-11 13:00:00
399,PLINE300,LAM_E5_2,98600/31827,0,2022-10-18 15:33:37,2022-10-18 15:30:00,2022-10-18 16:20:54,2022-10-18 16:00:00,1,0.7880555555555555,0.5,Strip AHM,ledain47,ledain47,LP2;PM1,2022-10-18 15:30:00,2022-10-18 16:20:54
400,PLINE300,LAM_E6,31199/00653,0,2022-10-10 16:04:20,2022-10-10 15:30:00,2022-10-10 16:22:44,2022-10-10 17:30:00,1,0.30666666666666664,2.0,coupons,renaud15,renaud15,LP1;PM1,2022-10-10 15:30:00,2022-10-10 17:30:00
401,PLINE300,LAM_E6,31199/00653,1,2022-10-12 10:37:05,2022-10-12 10:30:00,2022-10-12 11:57:36,2022-10-12 11:30:00,1,1.3419444444444444,1.0,coupons,renaud15,renaud15,LP2;PM1,2022-10-12 10:30:00,2022-10-12 11:57:36
402,PLINE300,LAM_E6,31199/00653,2,2022-10-17 15:30:44,2022-10-17 15:30:00,2022-10-17 15:57:03,2022-10-17 17:00:00,1,0.4386111111111111,1.5,coupons,renaud15,renaud15,LP1;PM1,2022-10-17 15:30:00,2022-10-17 17:00:00
403,PLINE300,LAM_E6,31199/01755,0,2022-10-21 11:45:44,2022-10-21 10:30:00,2022-10-21 12:57:23,2022-10-21 12:00:00,1,1.1941666666666666,1.5,wafer etch,camerott,dcosters,LP4;PM5;PM1,2022-10-21 10:30:00,2022-10-21 12:57:23
404,PLINE300,LAM_E6,31199/01918,0,2022-10-31 15:46:12,2022-10-31 15:30:00,2022-10-31 16:18:48,2022-10-31 16:30:00,1,0.5433333333333333,1.0,AE208489,haider15,jehoul60,LP1;PM1,2022-10-31 15:30:00,2022-10-31 16:30:00
405,PLINE300,LAM_E6,31199/01956,0,2022-10-11 11:19:14,2022-10-11 11:30:00,2022-10-11 12:34:39,2022-10-11 12:30:00,1,1.2569444444444444,1.0,etch 2 wafers,marneffe,marneffe,PM4;LP3,2022-10-11 11:19:14,2022-10-11 12:34:39
406,PLINE300,LAM_E6,31199/01956,1,2022-10-27 11:10:11,2022-10-27 11:00:00,2022-10-27 13:03:25,2022-10-27 12:30:00,1,1.8872222222222221,1.5,HM opening tests,marneffe,marneffe,LP4;PM4;PM6,2022-10-27 11:00:00,2022-10-27 13:03:25
407,PLINE300,LAM_E6,31199/01956,2,2022-11-04 11:36:21,2022-11-04 11:00:00,2022-11-04 13:15:32,2022-11-04 13:00:00,1,1.6530555555555555,2.0,etch 2 wafers,marneffe,marneffe,PM4;PM6;LP3,2022-11-04 11:00:00,2022-11-04 13:15:32
408,PLINE300,LAM_E6,31199/02272,0,2022-10-20 09:33:05,2022-10-20 09:30:00,2022-10-20 10:12:56,2022-10-20 10:30:00,1,0.6641666666666667,1.0,SOG/Si Ar etch,arvind29,arvind29,LP1;PM1,2022-10-20 09:30:00,2022-10-20 10:30:00
409,PLINE300,LAM_E6,31199/02272,1,2022-11-02 09:03:40,2022-11-02 09:00:00,2022-11-02 09:41:02,2022-11-02 11:00:00,1,0.6227777777777778,2.0,PMMA coupon etch,arvind29,arvind29,LP1;PM1,2022-11-02 09:00:00,2022-11-02 11:00:00
410,PLINE300,LAM_E6,31299/01861,0,2022-10-21 15:11:40,2022-10-21 14:00:00,2022-10-21 15:43:48,2022-10-21 15:30:00,1,0.5355555555555556,1.5,coupons,renaud15,renaud15,LP1;PM1,2022-10-21 14:00:00,2022-10-21 15:43:48
411,PLINE300,LAM_E6,31299/01861,1,2022-10-28 14:14:29,2022-10-28 14:00:00,2022-10-28 15:56:32,2022-10-28 16:30:00,3,3.387777777777778,3.5,coupons,renaud15,renaud15,LP1;PM1;LP2;PM5,2022-10-28 14:00:00,2022-10-28 16:30:00
412,PLINE300,LAM_E6,31299/01952,0,2022-10-03 08:59:43,2022-10-03 09:00:00,2022-10-03 11:16:53,2022-10-03 10:30:00,1,2.286111111111111,1.5,coupon tests,dcosters,dcosters,LP1;LP2;PM5;PM1,2022-10-03 08:59:43,2022-10-03 11:16:53
413,PLINE300,LAM_E6,31299/01952,1,2022-10-18 08:49:32,2022-10-18 09:00:00,2022-10-18 10:49:18,2022-10-18 11:00:00,1,1.9961111111111112,2.0,coupon work,dcosters,dcosters,LP1;PM5;PM1,2022-10-18 08:49:32,2022-10-18 11:00:00
