,WBS,Tool,FACILITY,Begin,End,Modules,Description,User_id,IIO_Res_id
451,31199/01918,H6300_2,PLINE300,2022-11-02 09:00:00,2022-11-02 11:00:00,,p,goovae19,650
507,31199/01988,H6300_2,PLINE300,2022-10-31 11:00:00,2022-10-31 13:00:00,,measure,paolil45,651
508,31199/01988,H6300_2,PLINE300,2022-11-01 13:00:00,2022-11-01 14:00:00,,CD measurment,naqvi66,652
509,31199/01988,H6300_2,PLINE300,2022-11-01 14:30:00,2022-11-01 19:00:00,,sto,bisschop,653
510,31199/01988,H6300_2,PLINE300,2022-11-05 15:00:00,2022-11-05 19:00:00,,sto,bisschop,654
511,31199/01988,H6300_2,PLINE300,2022-11-07 16:30:00,2022-11-07 17:00:00,,CD,naqvi66,655
512,31199/01988,H6300_2,PLINE300,2022-11-08 09:00:00,2022-11-08 11:00:00,,meas,chowri97,656
513,31199/01988,H6300_2,PLINE300,2022-11-08 15:00:00,2022-11-08 15:30:00,,CD,naqvi66,657
514,31199/01988,H6300_2,PLINE300,2022-11-10 14:00:00,2022-11-10 15:00:00,,CD measurement,takaha90,658
585,31199/02273,H6300_2,PLINE300,2022-10-31 07:00:00,2022-10-31 10:00:00,,proc dev,ramane56,659
586,31199/02273,H6300_2,PLINE300,2022-11-01 09:00:00,2022-11-01 13:00:00,,proc dev,ramane56,660
587,31199/02273,H6300_2,PLINE300,2022-11-02 16:00:00,2022-11-02 19:00:00,,proc dev,ramane56,661
588,31199/02273,H6300_2,PLINE300,2022-11-04 12:00:00,2022-11-04 14:00:00,,proc dev,ramane56,662
589,31199/02273,H6300_2,PLINE300,2022-11-05 08:00:00,2022-11-05 09:30:00,,proc dev,ramane56,663
590,31199/02273,H6300_2,PLINE300,2022-11-07 07:00:00,2022-11-07 10:00:00,,proc dev,ramane56,664
591,31199/02273,H6300_2,PLINE300,2022-11-08 08:00:00,2022-11-08 09:00:00,,proc dev,ramane56,665
592,31199/02273,H6300_2,PLINE300,2022-11-10 08:00:00,2022-11-10 12:00:00,,proc dev,ramane56,666
593,31199/02273,H6300_2,PLINE300,2022-11-14 07:30:00,2022-11-14 10:00:00,,proc dev,ramane56,667
594,31199/02273,H6300_2,PLINE300,2022-11-14 11:30:00,2022-11-14 13:00:00,,proc dev,ramane56,668
741,31199/31021,H6300_2,PLINE300,2022-11-18 09:00:00,2022-11-18 10:00:00,,TEL,nafus,669
756,31199/31147,H6300_2,PLINE300,2022-10-31 00:00:00,2022-10-31 03:00:00,,rax,kim69,670
773,31199/31191,H6300_2,PLINE300,2022-11-07 12:00:00,2022-11-07 13:00:00,,scrjdp,vanderey,671
774,31199/31191,H6300_2,PLINE300,2022-11-09 08:00:00,2022-11-09 09:30:00,,scrnjdp,vanderey,672
848,31199/31811,H6300_2,PLINE300,2022-11-04 14:00:00,2022-11-04 15:00:00,,NXE monitor,aubert85,673
891,31299/01954,H6300_2,PLINE300,2022-11-08 16:00:00,2022-11-08 19:00:00,,q,vdbroecn,674
892,31299/01954,H6300_2,PLINE300,2022-11-10 17:00:00,2022-11-10 19:00:00,,recipe update,vdbroecn,675
1481,98601/01062,H6300_2,PLINE300,2022-11-02 11:00:00,2022-11-02 13:00:00,,use,debruy71,676
1482,98601/01062,H6300_2,PLINE300,2022-11-03 17:00:00,2022-11-03 19:00:00,,use,ledain47,677
1483,98601/01062,H6300_2,PLINE300,2022-11-04 09:00:00,2022-11-04 10:00:00,,use,ledain47,678
1229,37092/02172,HELIOS1200,PLINE300,2022-10-31 08:00:00,2022-10-31 10:00:00,,i,iraci88,679
1230,37092/02172,HELIOS1200,PLINE300,2022-11-04 08:00:00,2022-11-04 10:00:00,,i,vrancken,680
1231,37092/02172,HELIOS1200,PLINE300,2022-11-06 06:00:00,2022-11-06 10:00:00,,i,caluwaer;dangol,681
1232,37092/02172,HELIOS1200,PLINE300,2022-11-10 08:00:00,2022-11-10 10:00:00,,i,vrancken,682
1233,37092/02172,HELIOS1200,PLINE300,2022-11-15 10:00:00,2022-11-15 12:00:00,,i,vrancken,683
1234,37092/02172,HELIOS1200,PLINE300,2022-11-16 08:00:00,2022-11-16 10:00:00,,i,stiersj,684
1244,38199/00881,HELIOS1200,PLINE300,2022-11-02 09:00:00,2022-11-02 10:00:00,,Inspection,dangol,685
1252,38199/01490,HELIOS1200,PLINE300,2022-11-03 08:00:00,2022-11-03 10:00:00,,Inspection,stiersj,686
1253,38199/01490,HELIOS1200,PLINE300,2022-11-05 10:00:00,2022-11-05 12:00:00,,Inspection,stiersj,687
1254,38199/01490,HELIOS1200,PLINE300,2022-11-10 18:00:00,2022-11-10 19:00:00,,Placeholder,stiersj,688
1258,38199/01836,HELIOS1200,PLINE300,2022-11-09 09:00:00,2022-11-09 10:00:00,,i,brus,689
1503,98850/02021,HELIOS1200,PLINE300,2022-11-10 20:00:00,2022-11-10 22:00:00,,i,redants,690
1506,98850/02081,HELIOS1200,PLINE300,2022-11-14 10:00:00,2022-11-14 12:00:00,,i,redants,691
1037,32299/00013,HELIOS1200_2,PLINE300,2022-11-09 14:00:00,2022-11-09 16:00:00,,training Tom,beirnaer,692
1504,98850/02021,HELIOS1200_2,PLINE300,2022-11-09 16:00:00,2022-11-09 18:00:00,,i,redants,693
1300,42199/00160,HELIOS450,PLINE300,2022-11-03 10:00:00,2022-11-03 14:00:00,,FIB,impagn97,694
1301,42199/00160,HELIOS450,PLINE300,2022-11-06 10:00:00,2022-11-06 13:00:00,,FIB,impagn97,695
1302,42199/00160,HELIOS450,PLINE300,2022-11-07 07:30:00,2022-11-07 14:00:00,,TEMprep,nelisl,696
1303,42199/00160,HELIOS450,PLINE300,2022-11-07 18:00:00,2022-11-07 22:00:00,,FIB,impagn97,697
1304,42199/00160,HELIOS450,PLINE300,2022-11-08 14:00:00,2022-11-08 22:00:00,,tem sample prep,agati92,698
1305,42199/00160,HELIOS450,PLINE300,2022-11-09 14:00:00,2022-11-09 18:00:00,,FIB,impagn97,699
1306,42199/00160,HELIOS450,PLINE300,2022-11-10 12:00:00,2022-11-10 18:00:00,,FIB;tem sample thinning,agati92;impagn97,700
1235,37092/02172,HELIOS460,PLINE300,2022-11-15 14:00:00,2022-11-15 15:00:00,,i,vrancken,701
1307,42199/00160,HELIOS460,PLINE300,2022-11-14 06:00:00,2022-11-14 12:00:00,,Wf2;cross section,carola29,702
1308,42199/00160,HELIOS460,PLINE300,2022-11-14 14:00:00,2022-11-14 18:00:00,,FIB,impagn97,703
1309,42199/00160,HELIOS460,PLINE300,2022-11-15 06:00:00,2022-11-15 10:00:00,,Wf2,carola29,704
1310,42199/00160,HELIOS460,PLINE300,2022-11-16 06:00:00,2022-11-16 10:00:00,,Wf2,carola29,705
1311,42199/00160,HELIOS460,PLINE300,2022-11-17 06:00:00,2022-11-17 14:00:00,,TEM spec prep;Wf2,carola29;nalinm87,706
1312,42199/00160,HELIOS_G5,PLINE300,2022-10-31 19:00:00,2022-11-01 00:00:00,,'-,pauluss,707
1313,42199/00160,HELIOS_G5,PLINE300,2022-11-02 06:30:00,2022-11-02 15:00:00,,TEM prep,han27,708
1314,42199/00160,HELIOS_G5,PLINE300,2022-11-03 08:00:00,2022-11-03 18:00:00,,training,koryto87,709
1315,42199/00160,HELIOS_G5,PLINE300,2022-11-04 10:00:00,2022-11-04 17:00:00,,TEM prep,drijboom,710
1316,42199/00160,HELIOS_G5,PLINE300,2022-11-07 10:00:00,2022-11-07 17:30:00,,TEM prep,drijboom,711
1317,42199/00160,HELIOS_G5,PLINE300,2022-11-08 10:00:00,2022-11-08 17:30:00,,TEM prep,drijboom,712
1318,42199/00160,HELIOS_G5,PLINE300,2022-11-14 10:00:00,2022-11-14 17:30:00,,TEM prep,drijboom,713
1319,42199/00160,HELIOS_G5,PLINE300,2022-11-15 06:30:00,2022-11-15 17:30:00,,ECCI service;TEM prep,drijboom;han27,714
1320,42199/00160,HELIOS_G5,PLINE300,2022-11-16 06:30:00,2022-11-16 14:00:00,,TEM prep,han27,715
1321,42199/00160,HELIOS_G5,PLINE300,2022-11-16 15:00:00,2022-11-16 18:00:00,,TEM spec prep,nalinm87,716
1322,42199/00160,HELIOS_G5,PLINE300,2022-11-17 07:30:00,2022-11-17 17:30:00,,TEM prep;cross section,carola29;drijboom,717
1346,42199/00249,HELIOS_G5,PLINE300,2022-11-03 18:00:00,2022-11-04 08:00:00,,overnight sample clean training,scheer40,718
1507,98850/02081,HITACHI4000,PLINE300,2022-11-10 16:00:00,2022-11-10 18:30:00,,AL225326,moelants,719
1508,98850/02081,HITACHI4000,PLINE300,2022-11-15 17:00:00,2022-11-15 19:00:00,,AL225326/5,moelants,720
1509,98850/02081,HITACHI4000,PLINE300,2022-11-17 17:00:00,2022-11-17 19:00:00,,AL225326/4,moelants,721
1528,98850/98097,HITACHI4000,PLINE300,2022-11-07 07:00:00,2022-11-07 08:30:00,,AL224948,moelants,722
45,30990/32063,HITACHI5000,PLINE300,2022-11-04 11:30:00,2022-11-04 14:00:00,,CDSEM on LS,sun57,723
46,30990/32063,HITACHI5000,PLINE300,2022-11-10 14:00:00,2022-11-10 16:00:00,,CDSEM,sun57,724
146,31199/00650,HITACHI5000,PLINE300,2022-11-15 14:00:00,2022-11-15 16:00:00,,DSA,verstr99,725
195,31199/00653,HITACHI5000,PLINE300,2022-11-05 00:00:00,2022-11-05 06:00:00,,devinp,debacker,726
196,31199/00653,HITACHI5000,PLINE300,2022-11-09 16:00:00,2022-11-09 19:00:00,,lithodev,debacker,727
197,31199/00653,HITACHI5000,PLINE300,2022-11-15 01:00:00,2022-11-15 03:00:00,,hold,alaertsw,728
198,31199/00653,HITACHI5000,PLINE300,2022-11-16 01:00:00,2022-11-16 04:00:00,,hold,alaertsw,729
199,31199/00653,HITACHI5000,PLINE300,2022-11-17 01:00:00,2022-11-17 05:00:00,,hold,alaertsw,730
200,31199/00653,HITACHI5000,PLINE300,2022-11-18 00:00:00,2022-11-18 05:00:00,,hold,alaertsw,731
263,31199/01245,HITACHI5000,PLINE300,2022-11-08 12:30:00,2022-11-08 14:00:00,,m,jehoulc,732
264,31199/01245,HITACHI5000,PLINE300,2022-11-08 16:00:00,2022-11-08 18:00:00,,m,jehoulc,733
265,31199/01245,HITACHI5000,PLINE300,2022-11-15 11:00:00,2022-11-15 14:00:00,,m,jehoulc,734
266,31199/01245,HITACHI5000,PLINE300,2022-11-15 16:00:00,2022-11-15 17:30:00,,m,jehoulc,735
267,31199/01245,HITACHI5000,PLINE300,2022-11-17 14:00:00,2022-11-17 15:30:00,,m,jehoulc,736
268,31199/01245,HITACHI5000,PLINE300,2022-11-17 16:00:00,2022-11-17 16:30:00,,m,jehoulc,737
306,31199/01513,HITACHI5000,PLINE300,2022-11-07 00:00:00,2022-11-07 01:00:00,,test,furuka28,738
332,31199/01617,HITACHI5000,PLINE300,2022-11-08 14:00:00,2022-11-08 16:00:00,,ADI,huang72,739
333,31199/01617,HITACHI5000,PLINE300,2022-11-17 16:30:00,2022-11-17 17:00:00,,ADI,huang72,740
340,31199/01655,HITACHI5000,PLINE300,2022-11-14 08:00:00,2022-11-14 09:00:00,,q,vdbroecn,741
353,31199/01680,HITACHI5000,PLINE300,2022-11-14 14:00:00,2022-11-14 16:00:00,,R,kim94,742
407,31199/01874,HITACHI5000,PLINE300,2022-11-10 13:00:00,2022-11-10 14:00:00,,recipe,schelc12,743
415,31199/01878,HITACHI5000,PLINE300,2022-11-07 09:00:00,2022-11-07 11:00:00,,stitch,vlookl,744
452,31199/01918,HITACHI5000,PLINE300,2022-11-06 10:00:00,2022-11-06 14:00:00,,CD,jambal44,745
453,31199/01918,HITACHI5000,PLINE300,2022-11-07 16:00:00,2022-11-07 18:00:00,,CDSEM,zaid49,746
454,31199/01918,HITACHI5000,PLINE300,2022-11-08 19:00:00,2022-11-08 20:00:00,,c,zaid49,747
455,31199/01918,HITACHI5000,PLINE300,2022-11-10 10:00:00,2022-11-10 13:00:00,,R,zaid49,748
456,31199/01918,HITACHI5000,PLINE300,2022-11-10 16:00:00,2022-11-10 18:00:00,,e,zaid49,749
457,31199/01918,HITACHI5000,PLINE300,2022-11-14 11:00:00,2022-11-14 13:00:00,,p,goovae19,750
458,31199/01918,HITACHI5000,PLINE300,2022-11-16 16:00:00,2022-11-16 17:00:00,,For Mohand,haider15,751
459,31199/01918,HITACHI5000,PLINE300,2022-11-16 18:00:00,2022-11-16 19:00:00,,For Mohand,haider15,752
478,31199/01920,HITACHI5000,PLINE300,2022-11-10 07:00:00,2022-11-10 10:00:00,,pwec,baudem,753
479,31199/01920,HITACHI5000,PLINE300,2022-11-15 07:00:00,2022-11-15 10:00:00,,pwec,baudem,754
480,31199/01920,HITACHI5000,PLINE300,2022-11-16 17:00:00,2022-11-16 18:00:00,,/,vandeney,755
481,31199/01920,HITACHI5000,PLINE300,2022-11-17 10:00:00,2022-11-17 11:00:00,,use,gronhe29,756
482,31199/01920,HITACHI5000,PLINE300,2022-11-17 13:00:00,2022-11-17 14:00:00,,u,gronhe29,757
515,31199/01988,HITACHI5000,PLINE300,2022-11-04 09:30:00,2022-11-04 11:30:00,,CD,naqvi66,758
639,31199/30079,HITACHI5000,PLINE300,2022-11-17 05:00:00,2022-11-17 07:00:00,,test,vleerb85,759
775,31199/31191,HITACHI5000,PLINE300,2022-11-16 09:00:00,2022-11-16 10:00:00,,DSA,verstr99,760
816,31199/31247,HITACHI5000,PLINE300,2022-11-04 14:00:00,2022-11-04 16:00:00,,Inpria,doise23,761
817,31199/31247,HITACHI5000,PLINE300,2022-11-07 11:00:00,2022-11-07 13:00:00,,i,doise23,762
818,31199/31247,HITACHI5000,PLINE300,2022-11-07 14:00:00,2022-11-07 16:00:00,,Inpria,doise23,763
819,31199/31247,HITACHI5000,PLINE300,2022-11-16 13:00:00,2022-11-16 16:00:00,,Inpria,deschepp,764
820,31199/31247,HITACHI5000,PLINE300,2022-11-17 15:30:00,2022-11-17 16:00:00,,Inpria,deschepp,765
849,31199/31811,HITACHI5000,PLINE300,2022-10-31 08:30:00,2022-10-31 09:30:00,,NXE monitor,aubert85,766
850,31199/31811,HITACHI5000,PLINE300,2022-11-07 13:00:00,2022-11-07 14:00:00,,NXE monitor,aubert85,767
851,31199/31811,HITACHI5000,PLINE300,2022-11-14 13:00:00,2022-11-14 14:00:00,,scanner monitor,aubert85,768
1067,32299/00588,HITACHI5000,PLINE300,2022-11-08 09:30:00,2022-11-08 10:30:00,,BSPDN2,wang87,769
1264,38199/01905,HITACHI5000,PLINE300,2022-11-04 16:00:00,2022-11-04 19:00:00,,test,roy82,770
1265,38199/01905,HITACHI5000,PLINE300,2022-11-15 10:00:00,2022-11-15 11:00:00,,test,roy82,771
1266,38199/01905,HITACHI5000,PLINE300,2022-11-16 10:00:00,2022-11-16 11:00:00,,test,roy82,772
1267,38199/01905,HITACHI5000,PLINE300,2022-11-17 11:00:00,2022-11-17 13:00:00,,test,roy82,773
1272,38199/01952,HITACHI5000,PLINE300,2022-11-09 10:00:00,2022-11-09 16:00:00,,test,roy82,774
1510,98850/02081,HITACHI5000,PLINE300,2022-11-15 17:30:00,2022-11-15 18:30:00,,AL225326/5,moelants,775
1529,98850/98097,HITACHI5000,PLINE300,2022-11-07 07:00:00,2022-11-07 08:30:00,,AL224948,moelants,776
1530,98850/98097,HITACHI5000,PLINE300,2022-11-08 07:00:00,2022-11-08 08:30:00,,AL224948,moelants,777
354,31199/01680,HITACHI9380,PLINE300,2022-11-08 14:30:00,2022-11-08 15:00:00,,KrF,kampit73,778
427,31199/01889,HITACHI9380,PLINE300,2022-11-03 13:00:00,2022-11-03 15:00:00,,measure,wang24,779
516,31199/01988,HITACHI9380,PLINE300,2022-11-16 10:00:00,2022-11-16 11:00:00,,Coupon,paolil45,780
1022,32099/01821,HITACHI9380,PLINE300,2022-11-10 13:00:00,2022-11-10 15:00:00,,FEM,mingar54,781
1071,32299/00978,HRP340_2,PLINE300,2022-11-14 10:00:00,2022-11-14 12:00:00,,check roughness,nolmans,782
1164,36003/36503,HRP340_2,PLINE300,2022-10-31 09:00:00,2022-10-31 10:00:00,,devinp,stiersk,783
107,31012/01084,HYBRID_BONDER,PLINE300,2022-11-15 13:00:00,2022-11-15 18:00:00,,fusion bonding of thinned wafers,kennes63,784
108,31012/01084,HYBRID_BONDER,PLINE300,2022-11-16 09:00:00,2022-11-16 18:00:00,,aligned tbm bonding,kennes63,785
109,31012/01084,HYBRID_BONDER,PLINE300,2022-11-18 09:00:00,2022-11-18 17:30:00,,cod2w,kennes63,786
1031,32099/30197,HYBRID_BONDER,PLINE300,2022-11-14 15:00:00,2022-11-14 19:00:00,,micledi,jslabbe,787
1494,98601/31507,INS300,PLINE300,2022-11-07 10:00:00,2022-11-07 10:30:00,,Insp,engelen,788
1,00999/00505,INS3300,PLINE300,2022-10-31 07:00:00,2022-10-31 09:30:00,,Important lot,redants,789
1281,39421/36503,INTREPID,PLINE300,2022-11-15 09:00:00,2022-11-15 15:00:00,LP2;PM3;PM4,Bottleswap 50ppm B2H6/H2,roekens,790
9,30990/01658,INTREPID_2,PLINE300,2022-11-17 08:30:00,2022-11-17 17:30:00,LP1;LP2;LP3;PM1;PM2;PM3;PM4,ASM Internal,maroza68,791
10,30990/01658,INTREPID_2,PLINE300,2022-11-18 08:30:00,2022-11-18 17:30:00,LP1;LP2;LP3;PM1;PM2;PM3;PM4,ASM Internal,maroza68,792
1282,39421/36503,INTREPID_2,PLINE300,2022-11-15 09:00:00,2022-11-15 15:00:00,LP3;PM2;PM3;PM4,Bottleswap 50ppm B2H6/H2,roekens,793
11,30990/01658,JVX7300M,PLINE300,2022-11-03 12:00:00,2022-11-03 14:30:00,,Si(111),khazak83,794
12,30990/01658,JVX7300M,PLINE300,2022-11-08 11:00:00,2022-11-08 12:30:00,,Si,khazak83,795
13,30990/01658,JVX7300M,PLINE300,2022-11-15 14:00:00,2022-11-15 15:00:00,,iLIME request,tielens,796
14,30990/01658,JVX7300M,PLINE300,2022-11-16 11:00:00,2022-11-16 12:00:00,,Si(100),khazak83,797
47,30990/32063,JVX7300M,PLINE300,2022-11-04 10:00:00,2022-11-04 11:00:00,,Bongole RepTest+Test XRD 1,khazak83,798
48,30990/32063,JVX7300M,PLINE300,2022-11-04 12:00:00,2022-11-04 14:00:00,,Bongole RepTest+Test XRD 2,khazak83,799
49,30990/32063,JVX7300M,PLINE300,2022-11-07 10:00:00,2022-11-07 14:00:00,,SiN/SiO,khazak83,800
1132,36003/01225,JVX7300M,PLINE300,2022-11-09 10:00:00,2022-11-09 11:00:00,, p-line process - extra time,tielens,801
1133,36003/01225,JVX7300M,PLINE300,2022-11-09 12:00:00,2022-11-09 15:00:00,, p-line process - extra time,tielens,802
1134,36003/01225,JVX7300M,PLINE300,2022-11-10 10:00:00,2022-11-10 15:00:00,, p-line process - extra time,tielens,803
1143,36003/36502,JVX7300M,PLINE300,2022-11-03 15:00:00,2022-11-04 00:00:00,,loten in q,roekens,804
1144,36003/36502,JVX7300M,PLINE300,2022-11-04 15:00:00,2022-11-05 00:00:00,,voor operations,ramake29,805
1165,36003/36503,JVX7300M,PLINE300,2022-10-31 15:00:00,2022-11-01 12:00:00,,PLINE use,roekens,806
1166,36003/36503,JVX7300M,PLINE300,2022-11-01 15:00:00,2022-11-02 13:30:00,,PLINE use;for p-line lots,roekens;tielens,807
1167,36003/36503,JVX7300M,PLINE300,2022-11-02 15:00:00,2022-11-03 00:00:00,,PLINE use,roekens,808
1168,36003/36503,JVX7300M,PLINE300,2022-11-04 11:00:00,2022-11-04 12:00:00,,Training to Pravee from Sean M.,dara85,809
1169,36003/36503,JVX7300M,PLINE300,2022-11-14 10:00:00,2022-11-14 15:00:00,,for p-line processing,tielens,810
1172,36003/36504,JVX7300M,PLINE300,2022-10-31 10:00:00,2022-10-31 13:30:00,,SPC set-up on alternative wafer,tielens,811
1455,98600/01847,JVX7300M,PLINE300,2022-11-02 13:30:00,2022-11-02 14:30:00,,spc centura_epi,pena,812
1456,98600/01847,JVX7300M,PLINE300,2022-11-03 14:30:00,2022-11-03 15:00:00,,test spc,pena,813
1457,98600/01847,JVX7300M,PLINE300,2022-11-07 14:00:00,2022-11-07 15:00:00,,spc test,pena,814
1458,98600/01847,JVX7300M,PLINE300,2022-11-08 10:30:00,2022-11-08 11:00:00,,spc test,pena,815
1459,98600/01847,JVX7300M,PLINE300,2022-11-09 11:00:00,2022-11-09 12:00:00,,spc test,pena,816
1460,98600/01847,JVX7300M,PLINE300,2022-11-15 10:00:00,2022-11-15 12:00:00,,spc and rsm test recipe,pena,817
1461,98600/01847,JVX7300M,PLINE300,2022-11-16 13:30:00,2022-11-16 15:00:00,,rsm test,pena,818
1488,98601/01847,JVX7300M,PLINE300,2022-10-31 13:30:00,2022-10-31 15:00:00,,test,pena,819
1489,98601/01847,JVX7300M,PLINE300,2022-11-02 14:30:00,2022-11-02 15:00:00,,spc test,pena,820
147,31199/00650,KLA2925,PLINE300,2022-11-15 08:00:00,2022-11-15 10:00:00,,DSA,vanbel53,821
148,31199/00650,KLA2925,PLINE300,2022-11-18 08:00:00,2022-11-18 09:00:00,,DSA,verstr99,822
201,31199/00653,KLA2925,PLINE300,2022-11-09 16:00:00,2022-11-09 18:00:00,,test,beggia74,823
202,31199/00653,KLA2925,PLINE300,2022-11-14 11:00:00,2022-11-14 13:00:00,,test,beggia74,824
203,31199/00653,KLA2925,PLINE300,2022-11-14 17:00:00,2022-11-14 18:00:00,,OS,beggia74,825
204,31199/00653,KLA2925,PLINE300,2022-11-15 11:30:00,2022-11-15 13:30:00,,OS;test,beggia74,826
273,31199/01321,KLA2925,PLINE300,2022-11-03 11:30:00,2022-11-03 12:30:00,,d,gupta76,827
460,31199/01918,KLA2925,PLINE300,2022-11-10 08:00:00,2022-11-10 11:00:00,,Reciep setup;Recipe creation,beggia74;beral49,828
461,31199/01918,KLA2925,PLINE300,2022-11-15 10:00:00,2022-11-15 11:00:00,,Recipe modif,beral49,829
483,31199/01920,KLA2925,PLINE300,2022-11-03 15:00:00,2022-11-03 18:00:00,,PWEC3,sah32,830
484,31199/01920,KLA2925,PLINE300,2022-11-10 15:00:00,2022-11-10 18:00:00,,PWEC3,sah32,831
517,31199/01988,KLA2925,PLINE300,2022-11-02 09:00:00,2022-11-02 11:00:00,,meas,chowri97,832
518,31199/01988,KLA2925,PLINE300,2022-11-03 13:00:00,2022-11-03 15:00:00,,inspect,chowri97,833
519,31199/01988,KLA2925,PLINE300,2022-11-09 11:00:00,2022-11-09 13:00:00,,recipe,chowri97,834
520,31199/01988,KLA2925,PLINE300,2022-11-09 15:00:00,2022-11-09 16:00:00,,meas,chowri97,835
521,31199/01988,KLA2925,PLINE300,2022-11-16 09:00:00,2022-11-16 11:00:00,,recipe,chowri97,836
595,31199/02273,KLA2925,PLINE300,2022-10-31 11:00:00,2022-10-31 13:30:00,,light training,johnsu91,837
596,31199/02273,KLA2925,PLINE300,2022-10-31 16:00:00,2022-10-31 17:00:00,,light training,johnsu91,838
597,31199/02273,KLA2925,PLINE300,2022-11-02 12:00:00,2022-11-02 14:00:00,,light training,johnsu91,839
598,31199/02273,KLA2925,PLINE300,2022-11-04 13:00:00,2022-11-04 15:00:00,,light training,johnsu91,840
599,31199/02273,KLA2925,PLINE300,2022-11-09 13:00:00,2022-11-09 15:00:00,,light training,johnsu91,841
600,31199/02273,KLA2925,PLINE300,2022-11-10 13:00:00,2022-11-10 15:00:00,,light training,johnsu91,842
601,31199/02273,KLA2925,PLINE300,2022-11-14 13:00:00,2022-11-14 17:00:00,,for reciep;light training,hareen73;johnsu91,843
602,31199/02273,KLA2925,PLINE300,2022-11-16 13:00:00,2022-11-16 15:00:00,,light training,johnsu91,844
603,31199/02273,KLA2925,PLINE300,2022-11-17 11:00:00,2022-11-17 13:00:00,,light training,johnsu91,845
640,31199/30079,KLA2925,PLINE300,2022-11-09 09:00:00,2022-11-09 11:00:00,,wafer,schollw,846
757,31199/31147,KLA2925,PLINE300,2022-11-04 11:00:00,2022-11-04 13:00:00,,rax,kim69,847
758,31199/31147,KLA2925,PLINE300,2022-11-17 15:00:00,2022-11-17 17:30:00,,rax,kim69,848
776,31199/31191,KLA2925,PLINE300,2022-11-09 08:00:00,2022-11-09 09:00:00,,scrjdp,vanderey,849
777,31199/31191,KLA2925,PLINE300,2022-11-17 10:00:00,2022-11-17 11:00:00,,FFEM P36,vanderey,850
821,31199/31247,KLA2925,PLINE300,2022-10-31 13:30:00,2022-10-31 16:00:00,,Inpria,doise23,851
822,31199/31247,KLA2925,PLINE300,2022-11-02 14:00:00,2022-11-03 00:00:00,,Inpria,doise23;giorda12,852
1495,98601/31507,KLA2925,PLINE300,2022-11-14 09:30:00,2022-11-14 11:00:00,,3 wafers need measurement,moet12,853
428,31199/01889,LAM_E5,PLINE300,2022-11-16 13:30:00,2022-11-16 14:30:00,LP2;PM3,SAQP P14,vallat65,854
890,31299/01904,LAM_E5,PLINE300,2022-11-17 09:00:00,2022-11-17 12:00:00,LP2;PM4,blanket ER,dupuy21,855
893,31299/02062,LAM_E5,PLINE300,2022-11-08 17:00:00,2022-11-08 18:30:00,LP3;PM3,coupon etching,fathze21,856
894,31299/02062,LAM_E5,PLINE300,2022-11-09 15:30:00,2022-11-09 18:30:00,LP3;PM3,coupon etching,fathze21,857
1068,32299/00588,LAM_E5,PLINE300,2022-11-02 15:30:00,2022-11-02 16:30:00,LP2;PM4,SAW BSPDN2,monter30,858
1484,98601/01062,LAM_E5,PLINE300,2022-11-02 16:30:00,2022-11-02 17:00:00,LP2;PM4,use,ledain47,859
1485,98601/01062,LAM_E5,PLINE300,2022-11-04 15:30:00,2022-11-04 16:00:00,LP2;PM4,use,ledain47,860
1486,98601/01062,LAM_E5,PLINE300,2022-11-16 09:30:00,2022-11-16 10:00:00,LP2;PM4,use,raymae79,861
355,31199/01680,LAM_E5_2,PLINE300,2022-11-02 15:00:00,2022-11-02 15:30:00,LP1;PM1,MHM,kampit73,862
356,31199/01680,LAM_E5_2,PLINE300,2022-11-10 11:00:00,2022-11-10 11:30:00,LP2;PM1,MHM,kampit73,863
462,31199/01918,LAM_E5_2,PLINE300,2022-11-10 09:00:00,2022-11-10 11:30:00,LP1;PM2,bake lam wafers,zaid49,864
897,31299/31900,LAM_E5_2,PLINE300,2022-11-09 08:00:00,2022-11-09 09:00:00,LP1;PM2,plasma clean,goossen,865
1257,38199/01792,LAM_E5_2,PLINE300,2022-11-15 11:00:00,2022-11-15 11:30:00,LP3;PM1,Recipe manual EP,katcko10,866
1276,38199/37862,LAM_E5_2,PLINE300,2022-11-16 11:30:00,2022-11-16 12:30:00,LP1;PM4,development,puliya38,867
1277,38199/37862,LAM_E5_2,PLINE300,2022-11-17 10:00:00,2022-11-17 11:00:00,LP1;PM4,development,puliya38,868
463,31199/01918,LAM_E6,PLINE300,2022-10-31 15:30:00,2022-10-31 16:30:00,LP1;PM1,AE208489,haider15,869
464,31199/01918,LAM_E6,PLINE300,2022-11-04 15:30:00,2022-11-04 17:00:00,LP1;PM1,BSV etch,brouri54,870
486,31199/01956,LAM_E6,PLINE300,2022-11-04 11:00:00,2022-11-04 13:00:00,LP3;PM4;PM6,etch 2 wafers,marneffe,871
567,31199/02272,LAM_E6,PLINE300,2022-11-02 09:00:00,2022-11-02 11:00:00,LP1;PM1,PMMA coupon etch,arvind29,872
568,31199/02272,LAM_E6,PLINE300,2022-11-14 09:00:00,2022-11-14 11:00:00,LP1;PM1,PMMA etch,arvind29,873
881,31299/00737,LAM_E6,PLINE300,2022-11-15 16:30:00,2022-11-15 18:00:00,LP1;PM1,cpns,mannaert,874
